,prob_up,Close,sma200,rsi,atr,cash,holdings,total,signal,stop_loss,benchmark
2018-03-01 14:30:00+00:00,0.12695229,43.75,40.323612461090086,81.37844298150517,1.0632133483886719,10000.0,0.0,10000.0,0,0.0,10000.0
2018-03-02 14:30:00+00:00,0.12333675,44.0525016784668,40.349537467956544,81.34895803453705,0.9953564235142299,10000.0,0.0,10000.0,0,0.0,10069.143240792411
2018-03-05 14:30:00+00:00,0.13409401,44.20500183105469,40.382749977111814,77.24990524206261,0.9192850930350167,10000.0,0.0,10000.0,0,0.0,10104.000418526786
2018-03-06 14:30:00+00:00,0.13854817,44.16749954223633,40.41291248321533,75.25602676217056,0.9017848968505859,10000.0,0.0,10000.0,0,0.0,10095.428466796875
2018-03-07 14:30:00+00:00,0.24107872,43.75749969482422,40.44037498474121,66.63770016408411,0.8614278520856585,10000.0,0.0,10000.0,0,0.0,10001.71421595982
2018-03-08 14:30:00+00:00,0.15308014,44.23500061035156,40.46906248092651,60.22784650339769,0.7966063363211495,10000.0,0.0,10000.0,0,0.0,10110.85728236607
2018-03-09 14:30:00+00:00,0.059527367,44.994998931884766,40.50178747177124,67.32447308513468,0.7967848096575055,10000.0,0.0,10000.0,0,0.0,10284.571184430804
2018-03-12 13:30:00+00:00,0.074305855,45.43000030517578,40.537262477874755,71.50324588096568,0.7891063690185547,10000.0,0.0,10000.0,0,0.0,10384.000069754464
2018-03-13 13:30:00+00:00,0.24050196,44.99250030517578,40.569887485504154,68.60365571216936,0.8096419743129185,10000.0,0.0,10000.0,0,0.0,10284.000069754464
2018-03-14 13:30:00+00:00,0.27057695,44.61000061035156,40.60092498779297,62.36469110004984,0.8066065652029855,10000.0,0.0,10000.0,0,0.0,10196.571568080357
2018-03-15 13:30:00+00:00,0.15656129,44.662498474121094,40.63214998245239,57.4187288270412,0.7891066414969308,10000.0,0.0,10000.0,0,0.0,10208.571079799107
2018-03-16 13:30:00+00:00,0.47786126,44.505001068115234,40.663724994659425,47.417082694174404,0.7464280809674945,10000.0,0.0,10000.0,0,0.0,10172.571672712054
2018-03-19 13:30:00+00:00,0.40326974,43.82500076293945,40.6913750076294,42.4744361266991,0.7828568049839565,10000.0,0.0,10000.0,0,0.0,10017.143031529018
2018-03-20 13:30:00+00:00,0.40326974,43.810001373291016,40.716112518310545,42.91340857920547,0.7701783861432757,10000.0,0.0,10000.0,0,0.0,10013.714599609375
2018-03-21 13:30:00+00:00,0.62915504,42.817501068115234,40.737787532806394,41.19037304022069,0.7141072409493583,-10.0,9995.002498750626,9985.002498750626,1,41.746340206691194,9786.857386997768
2018-03-22 13:30:00+00:00,0.43478706,42.212501525878906,40.75578754425049,33.55673810007167,0.7182140350341797,9828.995191992739,0.0,9828.995191992739,-1,0.0,9648.57177734375
2018-03-23 13:30:00+00:00,0.27442434,41.23500061035156,40.76775005340576,26.869142768436518,0.7496425083705357,9828.995191992739,0.0,9828.995191992739,0,0.0,9425.142996651786
2018-03-26 13:30:00+00:00,0.097634435,43.192501068115234,40.789975051879885,44.15468283284628,0.8574998038155692,9828.995191992739,0.0,9828.995191992739,0,0.0,9872.571672712054
2018-03-27 13:30:00+00:00,0.5508259,42.084999084472656,40.814175052642824,40.74688302143737,0.9616069793701172,-9.828995191992362,9824.083150417531,9814.254155225539,1,40.64258861541748,9619.42836216518
2018-03-28 13:30:00+00:00,0.2533717,41.619998931884766,40.840500049591064,35.512452395299476,1.010535648890904,9691.133856495804,0.0,9691.133856495804,-1,0.0,9513.142613002232
2018-03-29 13:30:00+00:00,0.63428986,41.94499969482422,40.866987552642826,32.24680335398719,1.0500000544956751,-9.691133856495071,9686.290711140235,9676.59957728374,1,40.36999961308071,9587.428501674109
2018-04-02 13:30:00+00:00,0.7657299,41.66999816894531,40.893887538909915,27.698683268744986,1.0867857251848494,-9.691133856495071,9622.785055041757,9613.093921185262,0,40.36999961308071,9524.571010044643
2018-04-03 13:30:00+00:00,0.51618,42.09749984741211,40.92401254653931,32.808789924833775,1.0798214503696986,-9.691133856495071,9721.507323899961,9711.816190043466,0,40.47776767185756,9622.285679408482
2018-04-04 13:30:00+00:00,0.5148928,42.90250015258789,40.96068754196167,40.344925315300046,1.1607140132359095,-9.691133856495071,9907.404738018942,9897.713604162447,0,41.16142913273403,9806.285749162946
2018-04-05 13:30:00+00:00,0.71489537,43.20000076293945,40.993762550354006,41.95324977787796,1.1687496730259486,-9.691133856495071,9976.106071183154,9966.41493732666,0,41.44687625340053,9874.285888671875
2018-04-06 13:30:00+00:00,0.31272835,42.095001220703125,41.022975063323976,37.99203760412742,1.224106924874442,9696.657790752202,0.0,9696.657790752202,-1,0.0,9621.714564732143
2018-04-09 13:30:00+00:00,0.627741,42.51250076293945,41.05320007324219,43.28473215910134,1.2303567613874162,-9.696657790751487,9691.811884809798,9682.115227019047,1,40.66696562085833,9717.143031529016
2018-04-10 13:30:00+00:00,0.3286013,43.3125,41.08772506713867,47.643850033445965,1.2676781245640345,9849.684226309748,0.0,9849.684226309748,-1,0.0,9899.999999999998
2018-04-11 13:30:00+00:00,0.5807148,43.11000061035156,41.12042507171631,51.49730929984984,1.2362493787493025,-9.849684226310274,9844.761845387055,9834.912161160744,1,41.25562654222761,9853.714425223212
2018-04-12 13:30:00+00:00,0.30006707,43.53499984741211,41.1558250617981,56.89698870019409,1.209106717790876,9917.053860651391,0.0,9917.053860651391,-1,0.0,9950.857107979908
2018-04-13 13:30:00+00:00,0.40716934,43.682498931884766,41.1945750617981,63.973721603884755,1.1557137625558036,9917.053860651391,0.0,9917.053860651391,0,0.0,9984.5711844308
2018-04-16 13:30:00+00:00,0.29305905,43.95500183105469,41.23206256866455,55.39059823122875,1.0360709599086217,9917.053860651391,0.0,9917.053860651391,0,0.0,10046.857561383926
2018-04-17 13:30:00+00:00,0.37609845,44.560001373291016,41.27526258468628,68.83562378090133,0.9448209490094867,9917.053860651391,0.0,9917.053860651391,0,0.0,10185.143171037942
2018-04-18 13:30:00+00:00,0.537907,44.459999084472656,41.31753757476807,72.88475073742623,0.8932138170514788,9917.053860651391,0.0,9917.053860651391,0,0.0,10162.285505022317
2018-04-19 13:30:00+00:00,0.68020314,43.20000076293945,41.354162578582766,58.788518930252785,0.8916064671107701,-9.917053860652231,9912.097811745518,9902.180757884866,1,41.862591062273296,9874.285888671871
2018-04-20 13:30:00+00:00,0.5913711,41.43000030517578,41.38120008468628,48.61031959607951,0.9433923448835101,9481.801020234127,0.0,9481.801020234127,-1,0.0,9469.714355468746
2018-04-23 13:30:00+00:00,0.55657005,41.310001373291016,41.40933759689331,45.27169899065013,0.924821036202567,9481.801020234127,0.0,9481.801020234127,0,0.0,9442.286028180799
2018-04-24 13:30:00+00:00,0.67286134,40.73500061035156,41.432787609100345,36.61624214815949,0.8867855072021484,9481.801020234127,0.0,9481.801020234127,0,0.0,9310.857282366067
2018-04-25 13:30:00+00:00,0.46998975,40.912498474121094,41.4560251045227,35.66278206745511,0.8937497820172992,9481.801020234127,0.0,9481.801020234127,0,0.0,9351.428222656246
2018-04-26 13:30:00+00:00,0.53095675,41.05500030517578,41.479387607574466,42.58730572197591,0.8537496839250837,9481.801020234127,0.0,9481.801020234127,0,0.0,9384.00006975446
