Date,Close,High,Low,n,Open,Volume,vw,Dividends,Stock Splits
2020-07-27 00:00:00+00:00,89.4,89.64,88.0,1352,88.25,180589,89.1,0.0,0.0
2020-07-28 00:00:00+00:00,89.34,90.05,88.77,945,89.34,151940,89.32,0.0,0.0
2020-07-29 00:00:00+00:00,91.64,91.96,89.74,1076,89.85,128897,91.36,0.0,0.0
2020-07-30 00:00:00+00:00,90.74,90.81,89.62,806,90.19,80309,90.32,0.0,0.0
2020-07-31 00:00:00+00:00,90.03,90.53,88.61,956,90.53,79113,89.46,0.0,0.0
2020-08-03 00:00:00+00:00,90.01,90.73,89.61,819,90.52,85737,90.07,0.0,0.0
2020-08-04 00:00:00+00:00,89.3,90.0,88.76,946,89.67,84419,89.37,0.0,0.0
2020-08-05 00:00:00+00:00,91.3,91.49,89.38,1510,89.43,236538,90.87,0.0,0.0
2020-08-06 00:00:00+00:00,90.95,90.95,89.35,1419,90.83,206026,90.27,0.0,0.0
2020-08-07 00:00:00+00:00,90.43,91.44,89.92,817,90.77,63707,90.71,0.0,0.0
2020-08-10 00:00:00+00:00,89.43,90.33,89.43,918,90.14,102099,90.02,0.0,0.0
2020-08-11 00:00:00+00:00,88.55,89.55,88.23,1101,89.48,104020,88.83,0.0,0.0
2020-08-12 00:00:00+00:00,90.01,90.38,89.14,411,89.14,34871,90.07,0.0,0.0
2020-08-13 00:00:00+00:00,90.39,90.5,89.43,749,89.71,78438,90.15,0.0,0.0
2020-08-14 00:00:00+00:00,89.39,90.37,89.03,552,90.2,47216,89.53,0.0,0.0
2020-08-17 00:00:00+00:00,90.03,90.67,89.7,711,89.78,83200,90.1,0.0,0.0
2020-08-18 00:00:00+00:00,90.23,90.91,89.82,1606,90.23,146155,90.27,0.0,0.0
2020-08-19 00:00:00+00:00,89.89,90.78,89.74,726,90.78,59734,90.22,0.0,0.0
2020-08-20 00:00:00+00:00,90.85,91.19,89.44,790,89.44,53025,90.69,0.0,0.0
2020-08-21 00:00:00+00:00,91.62,91.67,90.22,760,90.59,74886,91.12,0.0,0.0
2020-08-24 00:00:00+00:00,90.59,92.26,90.08,679,91.99,64986,91.16,0.0,0.0
2020-08-25 00:00:00+00:00,91.68,91.97,90.8,693,90.83,68106,91.68,0.0,0.0
2020-08-26 00:00:00+00:00,92.29,92.32,90.56,440,91.1,31967,91.58,0.0,0.0
2020-08-27 00:00:00+00:00,99.51,101.9,97.95,6873,99.38,967459,99.37,0.0,0.0
2020-08-28 00:00:00+00:00,99.03,102.05,97.87,3034,101.5,447668,99.64,0.0,0.0
2020-08-31 00:00:00+00:00,97.9,99.85,97.74,998,98.81,87065,98.61,0.0,0.0
2020-09-01 00:00:00+00:00,95.25,97.48,94.39,1817,97.4,173022,95.56,0.0,0.0
2020-09-02 00:00:00+00:00,97.9,98.21,94.78,1298,95.25,143991,97.09,0.0,0.0
2020-09-03 00:00:00+00:00,94.33,97.1,93.27,1481,97.08,308934,94.23,0.0,0.0
2020-09-04 00:00:00+00:00,93.16,94.49,91.59,1037,94.32,118590,92.93,0.0,0.0
2020-09-08 00:00:00+00:00,91.9,92.78,91.68,669,92.13,59975,92.25,0.0,0.0
2020-09-09 00:00:00+00:00,94.56,95.55,93.21,811,93.4,57402,94.82,0.0,0.0
2020-09-10 00:00:00+00:00,93.04,94.26,92.74,691,94.15,83326,93.72,0.0,0.0
2020-09-11 00:00:00+00:00,93.67,94.48,93.29,1246,93.88,226769,93.88,0.0,0.0
2020-09-14 00:00:00+00:00,94.54,95.29,94.1,1095,94.53,78009,94.81,0.0,0.0
2020-09-15 00:00:00+00:00,95.25,96.09,94.94,655,95.6,77974,95.47,0.0,0.0
2020-09-16 00:00:00+00:00,94.48,95.98,94.48,1041,95.58,174532,95.39,0.0,0.0
2020-09-17 00:00:00+00:00,95.43,95.43,93.59,919,93.59,146241,94.86,0.0,0.0
2020-09-18 00:00:00+00:00,95.6,96.5,94.98,952,95.26,86204,95.74,0.0,0.0
2020-09-21 00:00:00+00:00,94.71,95.13,93.4,999,94.53,85331,94.21,0.0,0.0
2020-09-22 00:00:00+00:00,93.65,94.33,92.63,1431,94.33,222556,93.31,0.0,0.0
2020-09-23 00:00:00+00:00,91.85,93.69,91.44,876,93.69,84469,92.68,0.0,0.0
2020-09-24 00:00:00+00:00,90.2,92.54,89.82,2096,91.84,337499,91.09,0.0,0.0
2020-09-25 00:00:00+00:00,92.53,92.62,89.73,1630,89.86,342423,90.97,0.0,0.0
2020-09-28 00:00:00+00:00,93.23,94.07,92.85,1053,93.44,97599,93.4,0.0,0.0
2020-09-29 00:00:00+00:00,94.04,95.04,93.84,1128,94.49,109853,94.45,0.0,0.0
2020-09-30 00:00:00+00:00,97.38,97.87,94.57,3061,94.61,332644,96.81,0.0,0.0
2020-10-01 00:00:00+00:00,97.09,98.61,96.9,3905,97.69,522362,97.78,0.0,0.0
2020-10-02 00:00:00+00:00,95.17,97.13,95.08,2098,96.27,197115,95.91,0.0,0.0
2020-10-05 00:00:00+00:00,97.09,97.11,95.92,1918,96.0,162981,96.85,0.0,0.0
2020-10-06 00:00:00+00:00,95.06,97.22,94.83,2423,97.15,220878,95.71,0.0,0.0
2020-10-07 00:00:00+00:00,96.31,96.7,95.62,1907,95.93,203259,96.36,0.0,0.0
