Date,Close,High,Low,n,Open,Volume,vw,Dividends,Stock Splits
2020-07-27 00:00:00+00:00,170.155,174.08,169.0,2778,173.25,265324,170.782726,0.0,0.0
2020-07-28 00:00:00+00:00,170.91,173.69,168.33,1426,168.33,137734,171.787434,0.0,0.0
2020-07-29 00:00:00+00:00,165.96,172.76,162.31,3638,172.76,362489,165.950312,0.0,0.0
2020-07-30 00:00:00+00:00,161.63,164.36,160.67,2942,162.82,249422,162.203863,0.0,0.0
2020-07-31 00:00:00+00:00,157.95,163.24,156.31,1923,161.39,138255,158.772024,0.0,0.0
2020-08-03 00:00:00+00:00,162.25,163.57,153.62,2405,156.595,189730,159.498585,0.0,0.0
2020-08-04 00:00:00+00:00,164.99,167.36,163.15,1446,164.65,144904,165.157146,0.0,0.0
2020-08-05 00:00:00+00:00,174.32,174.97,166.585,2004,167.51,167470,171.175367,0.0,0.0
2020-08-06 00:00:00+00:00,172.24,175.3,170.67,1572,172.745,115372,172.674424,0.0,0.0
2020-08-07 00:00:00+00:00,170.02,171.78,168.825,1079,170.945,78328,170.300628,0.0,0.0
2020-08-10 00:00:00+00:00,179.32,179.75,171.89,2097,171.94,194736,177.481623,0.0,0.0
2020-08-11 00:00:00+00:00,180.26,189.81,179.61,3642,184.84,294122,185.734506,0.0,0.0
2020-08-12 00:00:00+00:00,175.45,183.8,173.265,2257,183.8,222493,176.324909,0.0,0.0
2020-08-13 00:00:00+00:00,174.76,179.14,172.51,1447,173.345,110410,175.946043,0.0,0.0
2020-08-14 00:00:00+00:00,178.05,179.3,172.5,1281,172.67,107514,176.931472,0.0,0.0
2020-08-17 00:00:00+00:00,172.02,178.19,171.455,1628,178.19,141645,172.931679,0.0,0.0
2020-08-18 00:00:00+00:00,170.23,173.22,169.03,1457,171.22,103936,170.416206,0.0,0.0
2020-08-19 00:00:00+00:00,169.28,173.92,169.145,946,170.5,80103,171.123865,0.0,0.0
2020-08-20 00:00:00+00:00,169.64,170.76,165.92,1375,167.82,107212,168.685875,0.0,0.0
2020-08-21 00:00:00+00:00,167.48,170.035,167.3,1002,168.63,98161,168.574939,0.0,0.0
2020-08-24 00:00:00+00:00,178.25,178.25,168.0,2319,168.61,208749,174.892354,0.0,0.0
2020-08-25 00:00:00+00:00,174.725,180.61,172.505,1428,180.61,114751,175.030031,0.0,0.0
2020-08-26 00:00:00+00:00,171.78,174.17,171.365,1380,173.675,127817,172.399841,0.0,0.0
2020-08-27 00:00:00+00:00,174.12,181.23,173.65,1763,174.86,154890,177.055988,0.0,0.0
2020-08-28 00:00:00+00:00,175.81,177.19,172.62,1341,175.07,113663,175.38231,0.0,0.0
2020-08-31 00:00:00+00:00,172.01,175.23,171.79,1386,174.64,106605,172.852467,0.0,0.0
2020-09-01 00:00:00+00:00,172.15,175.425,169.31,1883,170.5,151679,172.534316,0.0,0.0
2020-09-02 00:00:00+00:00,174.75,174.97,171.51,2224,173.0,171373,173.565228,0.0,0.0
2020-09-03 00:00:00+00:00,168.7,180.76,168.23,2286,176.55,189070,173.627321,0.0,0.0
2020-09-04 00:00:00+00:00,171.12,172.68,164.13,1448,171.255,104468,169.102157,0.0,0.0
2020-09-08 00:00:00+00:00,161.02,166.53,160.555,2197,166.18,184492,162.855846,0.0,0.0
2020-09-09 00:00:00+00:00,160.82,163.05,157.04,2823,161.555,240289,160.078357,0.0,0.0
2020-09-10 00:00:00+00:00,157.7,163.73,157.63,1342,161.62,122453,159.58168,0.0,0.0
2020-09-11 00:00:00+00:00,160.2,161.35,156.46,2021,158.02,189404,159.722496,0.0,0.0
2020-09-14 00:00:00+00:00,165.32,165.915,159.05,1523,161.945,129519,163.698736,0.0,0.0
2020-09-15 00:00:00+00:00,163.56,168.77,163.36,1799,166.73,142830,165.033215,0.0,0.0
2020-09-16 00:00:00+00:00,167.54,170.54,160.39,1527,162.02,137736,165.927632,0.0,0.0
2020-09-17 00:00:00+00:00,167.6,168.38,161.125,2095,164.015,198433,165.281121,0.0,0.0
2020-09-18 00:00:00+00:00,161.06,169.61,161.06,2275,166.42,207839,164.596077,0.0,0.0
2020-09-21 00:00:00+00:00,156.43,158.565,154.29,3045,157.83,405765,156.46486,0.0,0.0
