Date,Close,High,Low,n,Open,Volume,vw,Dividends,Stock Splits
2020-07-27 00:00:00+00:00,131.27,131.46,128.9,1565,129.19,71139,130.69,0.0,0.0
2020-07-28 00:00:00+00:00,132.38,132.44,130.2,1740,131.06,108243,131.45,0.0,0.0
2020-07-29 00:00:00+00:00,134.64,135.35,131.66,1829,132.09,105263,133.54,0.0,0.0
2020-07-30 00:00:00+00:00,129.85,132.8,129.8,967,132.8,49438,130.65,0.0,0.0
2020-07-31 00:00:00+00:00,130.18,130.18,128.04,1086,129.89,46424,128.86,0.0,0.0
2020-08-03 00:00:00+00:00,129.45,130.1,128.48,798,129.79,28550,129.6,0.0,0.0
2020-08-04 00:00:00+00:00,128.28,128.93,127.35,813,128.26,34077,128.26,0.0,0.0
2020-08-05 00:00:00+00:00,131.41,131.5,129.58,1440,129.58,85911,130.7,0.0,0.0
2020-08-06 00:00:00+00:00,132.88,133.11,131.15,810,131.5,37057,131.89,0.0,0.0
2020-08-07 00:00:00+00:00,135.06,135.21,132.32,798,132.86,32369,134.24,0.0,0.0
2020-08-10 00:00:00+00:00,138.89,139.23,135.5,1218,135.5,51669,137.88,0.0,0.0
2020-08-11 00:00:00+00:00,139.63,142.18,139.45,1855,140.18,79119,140.97,0.0,0.0
2020-08-12 00:00:00+00:00,139.42,141.69,138.47,627,141.69,25475,139.52,0.0,0.0
2020-08-13 00:00:00+00:00,139.24,139.68,138.18,932,138.3,28225,139.22,0.0,0.0
2020-08-14 00:00:00+00:00,140.3,140.89,138.38,968,138.46,49279,140.37,0.0,0.0
2020-08-17 00:00:00+00:00,139.07,140.83,138.58,1137,140.38,44178,139.12,0.0,0.0
2020-08-18 00:00:00+00:00,137.81,139.78,137.74,577,139.24,17298,138.44,0.0,0.0
2020-08-19 00:00:00+00:00,137.44,138.48,136.82,798,138.06,24324,137.92,0.0,0.0
2020-08-20 00:00:00+00:00,136.92,137.38,136.06,719,136.47,18471,136.97,0.0,0.0
2020-08-21 00:00:00+00:00,137.85,138.07,136.78,745,137.05,36489,137.59,0.0,0.0
2020-08-24 00:00:00+00:00,139.51,139.51,137.11,976,138.33,40639,138.77,0.0,0.0
2020-08-25 00:00:00+00:00,144.12,146.24,143.32,2133,143.85,86376,144.82,0.0,0.0
2020-08-26 00:00:00+00:00,144.76,145.71,143.35,1289,144.18,43345,144.66,0.0,0.0
2020-08-27 00:00:00+00:00,145.39,147.69,144.6,1554,145.66,77211,145.92,0.0,0.0
2020-08-28 00:00:00+00:00,147.53,147.7,144.93,2302,145.88,112949,146.41,0.0,0.0
2020-08-31 00:00:00+00:00,145.0,147.34,144.33,1413,147.3,48567,145.47,0.0,0.0
2020-09-01 00:00:00+00:00,147.11,147.24,143.37,1434,143.66,61748,146.58,0.0,0.0
2020-09-02 00:00:00+00:00,151.15,151.4,147.22,1490,147.36,43437,149.95,0.0,0.0
2020-09-03 00:00:00+00:00,145.76,151.48,144.61,1463,151.0,31883,146.8,0.0,0.0
2020-09-04 00:00:00+00:00,145.94,148.45,144.24,528,147.29,19197,146.2,0.0,0.0
2020-09-08 00:00:00+00:00,143.88,145.73,143.09,785,144.77,30757,144.39,0.0,0.0
2020-09-09 00:00:00+00:00,145.18,146.67,144.49,1361,144.81,33323,145.73,0.0,0.0
2020-09-10 00:00:00+00:00,143.99,146.43,143.51,1568,146.43,56429,144.59,0.0,0.0
2020-09-11 00:00:00+00:00,145.83,146.62,144.09,926,144.09,32733,145.88,0.0,0.0
2020-09-14 00:00:00+00:00,147.53,148.32,146.68,989,147.51,13538,147.64,0.0,0.0
2020-09-15 00:00:00+00:00,147.48,148.79,147.21,946,148.24,31959,147.97,0.0,0.0
2020-09-16 00:00:00+00:00,148.89,150.06,147.58,1116,148.25,44236,148.67,0.0,0.0
2020-09-17 00:00:00+00:00,149.15,150.08,146.4,1182,147.32,24172,148.77,0.0,0.0
2020-09-18 00:00:00+00:00,148.02,149.31,146.96,672,149.31,27976,148.1,0.0,0.0
2020-09-21 00:00:00+00:00,141.32,144.46,138.94,1479,144.46,49121,140.63,0.0,0.0
2020-09-22 00:00:00+00:00,142.53,142.68,140.32,782,140.88,28061,141.48,0.0,0.0
2020-09-23 00:00:00+00:00,139.05,143.49,138.31,1040,142.26,32033,140.58,0.0,0.0
2020-09-24 00:00:00+00:00,139.08,140.87,137.62,1182,138.55,29272,139.37,0.0,0.0
2020-09-25 00:00:00+00:00,141.44,141.9,137.78,1636,138.09,47610,140.45,0.0,0.0
2020-09-28 00:00:00+00:00,144.11,145.51,143.03,1346,144.0,46106,144.72,0.0,0.0
2020-09-29 00:00:00+00:00,144.06,145.42,143.18,713,144.05,40246,144.16,0.0,0.0
2020-09-30 00:00:00+00:00,144.19,146.91,142.93,1496,144.88,64072,145.19,0.0,0.0
2020-10-01 00:00:00+00:00,143.4,146.33,142.04,1782,145.57,79596,143.67,0.0,0.0
2020-10-02 00:00:00+00:00,145.0,146.22,141.78,1573,141.79,66012,144.93,0.0,0.0
2020-10-05 00:00:00+00:00,147.77,148.2,146.04,1090,146.04,49746,147.54,0.0,0.0
2020-10-06 00:00:00+00:00,146.13,150.14,145.98,1918,148.34,111780,148.57,0.0,0.0
2020-10-07 00:00:00+00:00,150.29,150.82,148.25,1087,148.25,46464,150.04,0.0,0.0
2020-10-08 00:00:00+00:00,152.2,152.27,150.19,1329,150.45,131550,150.91,0.0,0.0
2020-10-09 00:00:00+00:00,152.77,154.18,151.78,1362,152.63,57953,152.43,0.0,0.0
2020-10-12 00:00:00+00:00,153.62,154.99,152.62,2077,153.28,97286,153.76,0.0,0.0
2020-10-13 00:00:00+00:00,150.3,153.19,149.45,1829,152.32,68468,150.94,0.0,0.0
2020-10-14 00:00:00+00:00,151.92,153.23,151.38,1711,151.6,55317,152.27,0.0,0.0
2020-10-15 00:00:00+00:00,151.18,151.96,149.27,1775,149.64,79235,151.01,0.0,0.0
2020-10-16 00:00:00+00:00,153.21,154.3,151.35,1542,151.64,71778,153.5,0.0,0.0
2020-10-19 00:00:00+00:00,150.23,153.33,149.92,2229,153.05,71543,151.68,0.0,0.0
2020-10-20 00:00:00+00:00,151.89,153.8,151.45,1398,151.45,59086,152.53,0.0,0.0
2020-10-21 00:00:00+00:00,151.4,153.43,151.2,1343,151.29,48626,152.06,0.0,0.0
2020-10-22 00:00:00+00:00,154.96,155.21,151.77,1216,152.21,47011,153.93,0.0,0.0
2020-10-23 00:00:00+00:00,153.75,156.45,152.28,1441,155.98,43733,153.82,0.0,0.0
2020-10-26 00:00:00+00:00,149.03,151.7,146.79,1779,151.7,74707,148.7,0.0,0.0
2020-10-27 00:00:00+00:00,146.12,148.75,146.01,1899,148.03,61971,146.82,0.0,0.0
2020-10-28 00:00:00+00:00,141.0,144.9,141.0,2575,142.59,80316,142.74,0.0,0.0
2020-10-29 00:00:00+00:00,144.31,145.14,139.72,2495,140.49,95077,143.09,0.0,0.0
2020-10-30 00:00:00+00:00,144.6,145.17,141.27,3965,141.41,157392,143.41,0.0,0.0
2020-11-02 00:00:00+00:00,151.9,152.77,147.24,3811,148.29,178610,151.03,0.0,0.0
2020-11-03 00:00:00+00:00,156.95,157.99,152.77,2626,153.73,109105,156.28,0.0,0.0
