Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-08-28 00:00:00+00:00,98.5199966430664,98.79000091552734,96.33999633789062,96.80999755859375,5145000,0.0,0.0
2025-08-29 00:00:00+00:00,97.0999984741211,97.22000122070312,95.66999816894531,95.9800033569336,5370900,0.0,0.0
2025-09-02 00:00:00+00:00,95.12999725341797,95.36000061035156,91.91999816894531,92.44000244140625,12987200,0.0,0.0
2025-09-03 00:00:00+00:00,92.5,92.86000061035156,91.69000244140625,92.3499984741211,8485800,0.0,0.0
2025-09-04 00:00:00+00:00,92.73999786376953,93.29000091552734,92.27999877929688,92.70999908447266,5901000,0.0,0.0
2025-09-05 00:00:00+00:00,92.77999877929688,93.94999694824219,92.44999694824219,93.16999816894531,4894600,0.0,0.0
2025-09-08 00:00:00+00:00,93.20999908447266,93.44000244140625,91.33999633789062,91.5,9261700,0.0,0.0
2025-09-09 00:00:00+00:00,91.48999786376953,91.86000061035156,90.22000122070312,90.91000366210938,7564800,0.0,0.0
2025-09-10 00:00:00+00:00,90.7699966430664,91.4000015258789,90.04000091552734,90.77999877929688,5747900,0.0,0.0
2025-09-11 00:00:00+00:00,90.87000274658203,92.25,90.79000091552734,91.5199966430664,9492500,0.0,0.0
2025-09-12 00:00:00+00:00,91.30000305175781,91.41999816894531,89.95999908447266,89.95999908447266,6176200,0.0,0.0
2025-09-15 00:00:00+00:00,90.0999984741211,90.19000244140625,88.44000244140625,88.55999755859375,9310900,0.0,0.0
2025-09-16 00:00:00+00:00,88.93000030517578,89.79000091552734,88.56999969482422,89.72000122070312,6736700,0.0,0.0
2025-09-17 00:00:00+00:00,89.83999633789062,90.80999755859375,88.73999786376953,88.93000030517578,9399000,0.0,0.0
2025-09-18 00:00:00+00:00,88.70999908447266,89.52999877929688,88.16000366210938,89.41999816894531,8781100,0.0,0.0
2025-09-19 00:00:00+00:00,89.55000305175781,89.73999786376953,87.80999755859375,88.12999725341797,13319500,0.0,0.0
2025-09-22 00:00:00+00:00,88.0199966430664,88.06999969482422,86.30000305175781,86.55999755859375,12449500,0.0,0.0
2025-09-23 00:00:00+00:00,86.88999938964844,87.87999725341797,86.7300033569336,87.05000305175781,8077800,0.0,0.0
2025-09-24 00:00:00+00:00,87.20999908447266,88.33999633789062,86.87000274658203,88.30999755859375,10691700,0.0,0.0
2025-09-25 00:00:00+00:00,87.80999755859375,88.0,86.52999877929688,87.13999938964844,8566300,0.0,0.0
2025-09-26 00:00:00+00:00,86.83999633789062,88.58999633789062,86.83999633789062,87.8499984741211,7575600,0.0,0.0
2025-09-29 00:00:00+00:00,88.36000061035156,88.83000183105469,87.30999755859375,88.83000183105469,7955600,0.0,0.0
2025-09-30 00:00:00+00:00,88.5,90.20999908447266,87.26000213623047,89.69999694824219,16872300,0.0,0.0
2025-10-01 00:00:00+00:00,89.4800033569336,89.5,87.26000213623047,89.13999938964844,10378500,0.0,0.0
2025-10-02 00:00:00+00:00,88.93000030517578,90.27999877929688,88.18000030517578,89.51000213623047,7557400,0.0,0.0
2025-10-03 00:00:00+00:00,89.80000305175781,90.37000274658203,88.27999877929688,89.02999877929688,6872000,0.0,0.0
2025-10-06 00:00:00+00:00,89.33999633789062,90.16999816894531,87.83999633789062,88.95999908447266,8975700,0.0,0.0
2025-10-07 00:00:00+00:00,89.18000030517578,90.08999633789062,88.51000213623047,89.2699966430664,6348100,0.0,0.0
2025-10-08 00:00:00+00:00,89.62000274658203,90.98999786376953,89.54000091552734,90.37999725341797,6848500,0.0,0.0
2025-10-09 00:00:00+00:00,90.98999786376953,90.98999786376953,88.62000274658203,89.0999984741211,7189200,0.0,0.0
2025-10-10 00:00:00+00:00,89.18000030517578,89.2300033569336,85.36000061035156,85.52999877929688,13925200,0.0,0.0
2025-10-13 00:00:00+00:00,86.91999816894531,88.3499984741211,86.7300033569336,87.33999633789062,10515500,0.0,0.0
2025-10-14 00:00:00+00:00,86.52999877929688,89.4000015258789,86.3499984741211,88.95999908447266,6352300,0.0,0.0
2025-10-15 00:00:00+00:00,89.26000213623047,91.19000244140625,88.91000366210938,90.91000366210938,6402500,0.0,0.0
2025-10-16 00:00:00+00:00,90.87999725341797,91.6500015258789,89.12000274658203,90.06999969482422,5556500,0.0,0.0
2025-10-17 00:00:00+00:00,90.0,90.95999908447266,89.80999755859375,90.83999633789062,6461400,0.0,0.0
2025-10-20 00:00:00+00:00,91.08000183105469,92.16999816894531,91.0,91.52999877929688,4886300,0.0,0.0
2025-10-21 00:00:00+00:00,91.87999725341797,94.55000305175781,91.73999786376953,94.4000015258789,7770100,0.0,0.0
2025-10-22 00:00:00+00:00,94.29000091552734,94.7300033569336,93.44999694824219,94.0199966430664,4973000,0.0,0.0
2025-10-23 00:00:00+00:00,94.06999969482422,95.02999877929688,92.95999908447266,94.25,4833400,0.0,0.0
2025-10-24 00:00:00+00:00,94.86000061035156,95.61000061035156,93.91999816894531,94.26000213623047,5459000,0.0,0.0
2025-10-27 00:00:00+00:00,95.25,97.91000366210938,94.94999694824219,97.7699966430664,10000000,0.0,0.0
2025-10-28 00:00:00+00:00,97.5199966430664,99.48999786376953,96.41000366210938,97.11000061035156,7959600,0.0,0.0
2025-10-29 00:00:00+00:00,96.5199966430664,97.06999969482422,94.02999877929688,94.12000274658203,6125600,0.0,0.0
2025-10-30 00:00:00+00:00,93.30999755859375,94.62999725341797,92.66000366210938,92.91999816894531,5631200,0.0,0.0
2025-10-31 00:00:00+00:00,92.55000305175781,93.04000091552734,91.51000213623047,92.72000122070312,7084800,0.0,0.0
2025-11-03 00:00:00+00:00,92.61000061035156,92.66000366210938,90.9000015258789,91.44999694824219,5698100,0.0,0.0
2025-11-04 00:00:00+00:00,90.87999725341797,91.29000091552734,89.75,89.9800033569336,5057400,0.0,0.0
2025-11-05 00:00:00+00:00,89.83000183105469,93.26000213623047,89.0199966430664,91.94000244140625,8215300,0.0,0.0
2025-11-06 00:00:00+00:00,91.79000091552734,92.70999908447266,88.4800033569336,89.1500015258789,7051500,0.0,0.0
2025-11-07 00:00:00+00:00,89.1500015258789,91.58000183105469,89.1500015258789,91.23999786376953,6524900,0.0,0.0
2025-11-10 00:00:00+00:00,91.81999969482422,93.43000030517578,89.91999816894531,90.7300033569336,6299900,0.0,0.0
2025-11-11 00:00:00+00:00,91.37999725341797,92.12999725341797,90.94000244140625,91.58000183105469,4762900,0.0,0.0
2025-11-12 00:00:00+00:00,91.7699966430664,92.5999984741211,91.11000061035156,91.91000366210938,5512400,0.0,0.0
2025-11-13 00:00:00+00:00,91.80999755859375,92.62000274658203,90.41000366210938,90.62000274658203,6303500,0.0,0.0
2025-11-14 00:00:00+00:00,89.98999786376953,91.11000061035156,89.41000366210938,89.9000015258789,6096900,0.0,0.0
2025-11-17 00:00:00+00:00,89.5199966430664,90.26000213623047,88.2300033569336,88.4800033569336,7549400,0.0,0.0
2025-11-18 00:00:00+00:00,87.83999633789062,90.0199966430664,87.62000274658203,88.52999877929688,10063400,0.0,0.0
2025-11-19 00:00:00+00:00,86.41999816894531,89.62000274658203,85.30000305175781,86.08000183105469,18972000,0.0,0.0
2025-11-20 00:00:00+00:00,86.16000366210938,86.93000030517578,83.44000244140625,83.68000030517578,12051800,0.0,0.0
2025-11-21 00:00:00+00:00,84.44000244140625,88.9800033569336,84.23999786376953,87.62000274658203,12573900,0.0,0.0
