Date,Close,High,Low,n,Open,Volume,vw,Dividends,Stock Splits
2020-07-27 00:00:00+00:00,125.62,126.06,123.17,593,123.17,43625,125.36,0.0,0.0
2020-07-28 00:00:00+00:00,124.03,125.65,123.91,602,124.93,46648,124.77,0.0,0.0
2020-07-29 00:00:00+00:00,126.27,126.73,123.88,510,124.62,52163,125.44,0.0,0.0
2020-07-30 00:00:00+00:00,122.78,124.95,122.17,835,124.95,74243,123.04,0.0,0.0
2020-07-31 00:00:00+00:00,119.32,121.34,117.01,1970,118.58,208601,118.63,0.0,0.0
2020-08-03 00:00:00+00:00,118.39,119.28,117.79,1042,118.88,83099,118.62,0.0,0.0
2020-08-04 00:00:00+00:00,118.09,118.84,117.41,522,118.14,40554,118.04,0.0,0.0
2020-08-05 00:00:00+00:00,121.22,121.91,119.24,932,119.24,60279,121.13,0.0,0.0
2020-08-06 00:00:00+00:00,120.81,121.43,120.25,526,120.93,38138,120.72,0.0,0.0
2020-08-07 00:00:00+00:00,121.19,121.3,119.11,597,120.61,44934,120.22,0.0,0.0
2020-08-10 00:00:00+00:00,127.55,127.69,122.34,1274,122.34,116362,126.27,0.0,0.0
2020-08-11 00:00:00+00:00,128.05,131.15,127.82,1518,129.4,101399,129.31,0.0,0.0
2020-08-12 00:00:00+00:00,128.13,129.28,127.02,1049,129.28,95702,127.77,0.0,0.0
2020-08-13 00:00:00+00:00,126.3,128.07,125.64,751,127.01,48264,126.78,0.0,0.0
2020-08-14 00:00:00+00:00,125.62,126.52,124.79,730,124.79,45113,125.94,0.0,0.0
2020-08-17 00:00:00+00:00,124.68,126.21,124.24,228,125.79,18919,124.82,0.0,0.0
2020-08-18 00:00:00+00:00,124.14,125.86,124.06,563,124.77,44421,124.79,0.0,0.0
2020-08-19 00:00:00+00:00,123.99,125.55,123.5,373,123.94,23737,124.42,0.0,0.0
2020-08-20 00:00:00+00:00,123.52,123.9,121.88,702,122.2,42199,123.08,0.0,0.0
2020-08-21 00:00:00+00:00,124.4,124.85,123.28,605,123.28,39616,124.44,0.0,0.0
