Date,Close,High,Low,n,Open,Volume,vw,Dividends,Stock Splits
2020-07-27 00:00:00+00:00,77.04,77.63,76.37,1457,76.42,90221,77.14,0.0,0.0
2020-07-28 00:00:00+00:00,76.73,77.39,76.51,1007,76.93,105477,76.99,0.0,0.0
2020-07-29 00:00:00+00:00,76.9,77.24,76.67,1643,76.76,104564,76.98,0.0,0.0
2020-07-30 00:00:00+00:00,76.19,76.59,75.66,1615,76.39,167372,76.1,0.0,0.0
2020-07-31 00:00:00+00:00,75.31,77.04,74.29,2403,75.94,255712,74.94,0.0,0.0
2020-08-03 00:00:00+00:00,76.16,77.01,75.41,1939,75.42,162059,76.57,0.0,0.0
2020-08-04 00:00:00+00:00,74.68,76.08,74.66,1467,75.98,143592,75.12,0.0,0.0
2020-08-05 00:00:00+00:00,73.93,75.15,73.87,2573,74.97,177261,74.32,0.0,0.0
2020-08-06 00:00:00+00:00,73.39,74.18,72.8,1823,74.06,163557,73.25,0.0,0.0
2020-08-07 00:00:00+00:00,73.68,73.71,73.15,1513,73.56,103067,73.42,0.0,0.0
2020-08-10 00:00:00+00:00,73.14,74.28,73.12,2840,73.49,444914,73.76,0.0,0.0
2020-08-11 00:00:00+00:00,73.5,73.98,73.16,2087,73.26,203906,73.5,0.0,0.0
2020-08-12 00:00:00+00:00,75.76,75.8,74.11,3674,74.11,499305,75.32,0.0,0.0
2020-08-13 00:00:00+00:00,75.03,75.56,74.56,1521,75.53,145283,75.09,0.0,0.0
2020-08-14 00:00:00+00:00,75.4,75.86,75.0,1394,75.37,120186,75.44,0.0,0.0
2020-08-17 00:00:00+00:00,76.41,77.1,75.64,2926,75.71,137636,76.57,0.0,0.0
2020-08-18 00:00:00+00:00,75.85,76.65,75.48,1961,76.65,85372,75.92,0.0,0.0
2020-08-19 00:00:00+00:00,76.21,77.23,76.02,3344,76.94,511903,76.73,0.0,0.0
2020-08-20 00:00:00+00:00,75.45,76.12,75.11,2712,75.73,324255,75.51,0.0,0.0
2020-08-21 00:00:00+00:00,75.26,75.58,74.83,1905,75.45,91759,75.19,0.0,0.0
2020-08-24 00:00:00+00:00,74.95,75.5,74.7,2206,75.5,90375,74.89,0.0,0.0
2020-08-25 00:00:00+00:00,74.58,75.16,74.49,3089,74.8,369791,74.79,0.0,0.0
2020-08-26 00:00:00+00:00,74.8,74.87,73.72,2385,74.17,236170,73.98,0.0,0.0
2020-08-27 00:00:00+00:00,74.76,75.34,74.34,1528,74.79,102117,74.89,0.0,0.0
2020-08-28 00:00:00+00:00,74.7,75.04,74.23,1659,75.01,98032,74.54,0.0,0.0
2020-08-31 00:00:00+00:00,76.0,76.13,74.6,2433,74.68,229711,75.48,0.0,0.0
2020-09-01 00:00:00+00:00,73.1,75.91,72.41,2789,75.83,226235,73.49,0.0,0.0
2020-09-02 00:00:00+00:00,74.51,74.72,72.9,2761,73.05,147967,73.77,0.0,0.0
2020-09-03 00:00:00+00:00,72.88,74.78,72.25,2602,74.4,184644,73.34,0.0,0.0
2020-09-04 00:00:00+00:00,72.88,73.85,71.88,2126,72.94,91424,72.7,0.0,0.0
2020-09-08 00:00:00+00:00,71.56,72.85,71.03,2845,72.52,137274,71.68,0.0,0.0
2020-09-09 00:00:00+00:00,72.7,73.28,71.78,2381,72.04,156904,72.61,0.0,0.0
2020-09-10 00:00:00+00:00,71.09,72.48,70.98,1813,72.09,95924,71.56,0.0,0.0
2020-09-11 00:00:00+00:00,71.11,71.64,70.69,1480,71.33,80493,71.18,0.0,0.0
2020-09-14 00:00:00+00:00,71.73,72.35,70.96,1903,71.43,116092,71.95,0.0,0.0
2020-09-15 00:00:00+00:00,72.11,72.93,71.89,1226,72.47,72772,72.52,0.0,0.0
2020-09-16 00:00:00+00:00,71.21,72.27,71.13,1361,72.26,144392,71.63,0.0,0.0
2020-09-17 00:00:00+00:00,71.09,72.01,70.75,2126,70.81,91516,71.42,0.0,0.0
2020-09-18 00:00:00+00:00,71.49,71.77,70.52,1134,71.24,90378,71.31,0.0,0.0
2020-09-21 00:00:00+00:00,70.65,70.91,69.16,2221,70.68,108398,69.83,0.0,0.0
2020-09-22 00:00:00+00:00,70.25,70.53,69.74,1798,70.46,348128,70.11,0.0,0.0
2020-09-23 00:00:00+00:00,69.09,70.42,69.09,1699,70.36,75145,69.95,0.0,0.0
2020-09-24 00:00:00+00:00,68.15,68.94,67.67,1821,68.94,265014,68.2,0.0,0.0
2020-09-25 00:00:00+00:00,68.35,68.85,67.78,2198,68.32,337436,68.27,0.0,0.0
2020-09-28 00:00:00+00:00,69.16,69.92,68.96,2959,69.19,380461,69.42,0.0,0.0
2020-09-29 00:00:00+00:00,68.9,69.16,68.46,2412,69.1,246385,68.82,0.0,0.0
2020-09-30 00:00:00+00:00,69.51,70.11,68.85,2208,68.96,173752,69.34,0.0,0.0
2020-10-01 00:00:00+00:00,69.14,69.89,68.78,2418,69.89,241329,69.3,0.0,0.0
2020-10-02 00:00:00+00:00,68.29,69.27,68.29,2460,68.66,231810,68.76,0.0,0.0
2020-10-05 00:00:00+00:00,69.72,69.92,68.38,2724,68.59,219892,69.18,0.0,0.0
2020-10-06 00:00:00+00:00,68.13,69.84,67.97,4825,69.76,394879,68.57,0.0,0.0
2020-10-07 00:00:00+00:00,69.06,69.23,68.26,3896,68.3,386161,68.79,0.0,0.0
2020-10-08 00:00:00+00:00,69.27,70.25,68.93,3209,69.23,273511,69.54,0.0,0.0
2020-10-09 00:00:00+00:00,69.54,70.27,69.3,3992,69.36,323477,69.75,0.0,0.0
2020-10-12 00:00:00+00:00,70.04,70.26,69.25,2744,69.95,311554,69.85,0.0,0.0
