publishedAt,Title,description,url,source
2026-08-25 21:50:02+00:00,SLB (SLB) Stock Falls Amid Market Uptick: What Investors Need to Know - Yahoo Finance,SLB (SLB) Stock Falls Amid Market Uptick: What Investors Need to Know - Yahoo Finance,https://news.google.com/rss/articles/CBMikwFBVV95cUxPSVF4bEl5ems4a2hjMllhTENCdlFQdTBfTVdRTm41M3IxOVZSUWJBSTctMkdxNm5JZlZKS1NxS080RW82STFzMU94RVVYOVNKSnlYRDhfRlVpcV9LWnlJZXM3bUxfM3ZMR2hBTFdJaUNGVDg0OC1idHM2WUpZTnFSY2N1WGdBRWFtdGRiY25RZ0JXX3c?oc=5,{'name': 'Yahoo Finance'}
2026-08-28 20:30:00+00:00,SLB Ltd. stock outperforms competitors on strong trading day - MarketWatch,SLB Ltd. stock outperforms competitors on strong trading day - MarketWatch,https://news.google.com/rss/articles/CBMiuwFBVV95cUxPQjZud0hwRnpaMlN4TDZaZFdGUnR0bEZqaU1mX1BocFFSQ2RCU2ZMX1dDaG00LWVWb1dkNm9EbU9uWVI0ay12bHhSVkZNck4teDM1TGdFanA4Zlc4cnRkaWdIMkJoRGxqMHBVQnpJM2RRU29wMUxGeWVNelNWc2JFTWt5NnU0S25JQl9WeG5IaGV0R2JnS2x4OGFVWFV2OEZ0M1ViZC1UZDRoenVuNEFPNnRzeHBXamJramJB?oc=5,{'name': 'MarketWatch'}
2026-08-28 08:33:07+00:00,SLB Limited $SLB Shares Acquired by Corient Private Wealth LP - MarketBeat,SLB Limited $SLB Shares Acquired by Corient Private Wealth LP - MarketBeat,https://news.google.com/rss/articles/CBMivgFBVV95cUxOeW9Za1ozcXF6aXA2RE1IYm1jX3dmVFdnNno1Z2JWT0I4bll6S1hCSjE4MnlGRUxpQUZhSmN5SmJ2N2h6Z05ZSm5paUVBaHNJNG1iRHJNNWJNRDQ1aE1rY2EtUUpyX2prVjVjS2NFQVNHZFdTTF8yQ2UwTlFISnRoLTdLdEs4U2FsOTBIdkFrQk1NbUdUcVFNT0FYbGxDSmdyWk1sYW9WVHVDXzdjOWFQX0k1YTAwcnZhM3RqMkhn?oc=5,{'name': 'MarketBeat'}
2026-08-27 21:47:14+00:00,"SLB (NYSE: SLB) CEO sells 5,000 shares under 10b5-1 plan - Stock Titan","SLB (NYSE: SLB) CEO sells 5,000 shares under 10b5-1 plan - Stock Titan",https://news.google.com/rss/articles/CBMiqwFBVV95cUxOUGU1c0sxWWxQT1pXSXhOcWd6RzhFMGpwYTdVM0JPUE5UejA5UG5QRTdyTEhTV192cVduMUFYYmEwcjVvajVqUDFyejVxYUdSd1ZYd2k3aTRiV3A0enNUMmlOdjEtV1RCVUUwZjc5YTgzYlJiNlpRcXlNQ3RGRmNqVWNjNGo3QTFieHNyNWdleEFBTFJENVNGRWdQNDNiZFQwQ01na0tVS2xqdFE?oc=5,{'name': 'Stock Titan'}
2026-08-27 20:44:00+00:00,SLB Ltd. stock outperforms competitors on strong trading day - MarketWatch,SLB Ltd. stock outperforms competitors on strong trading day - MarketWatch,https://news.google.com/rss/articles/CBMiuwFBVV95cUxPRTNSX2c3Y09LTzlxb3Y1NDgyOWloQllzeUduaXZndl9jWU9BaUJOOE5KRjRBdUVtUFJBODZTQjVrMHN5ZHA2TVlpVXozMGI1czJXZnNfblZpRk5vam1XZjhqQTZab0tocC1maGxuVzI3NG5SNktWQzhZRW9WX1MzNkluaWx4NlpReE5fOVh1c0dCaWcwekltY1BNelhlZFRmY0V1QmtuMHFkd0lwMkxJc0RPdW05UnlpMGJz?oc=5,{'name': 'MarketWatch'}
2026-08-03 07:00:00+00:00,SLB (SLB) Just Took a Hit. Here’s Why Investors May Stay Bullish - Yahoo Finance,SLB (SLB) Just Took a Hit. Here’s Why Investors May Stay Bullish - Yahoo Finance,https://news.google.com/rss/articles/CBMijwFBVV95cUxQMWVyNEo2NUEwV3JKQzY1aTJWM2V6MjU4XzRPVnFSNDc5Z1d5bktlVlBOYTl0OV9ZdUVEVEFhYUp3R2s0akxvOXdHbnYwTGRvUElRNWlQRlFYMFlaenJxQWJGZ2s2ZHFQY1dVU09meDVxSFc3a0JIS0Y0RVFxdUNYNmpydmFSdk5iVlk1LVVpRQ?oc=5,{'name': 'Yahoo Finance'}
2026-08-26 10:18:51+00:00,SLB Limited $SLB Shares Sold by Legal & General Group Plc - MarketBeat,SLB Limited $SLB Shares Sold by Legal & General Group Plc - MarketBeat,https://news.google.com/rss/articles/CBMitgFBVV95cUxPaS03OVV2ZXNSS05RRzB4b2ExTUZFNzFBR1VmNDBmRDd1cUdJSmFwUFZhU2N0UHE1MHVPQ2UxYWZDc01MNVVVNFNHek9oSGhPM2VNS2p0WWpUQmhUNFFJanRXSDhOMEs5b3hsRGZQTm1CQlQ0d1FkdHNpZ0Z1blRlQUg5REIwQzZJSGZPdG5vdmFnNUdybDdLRXBMUVVLSEFrVl9qVnBSc1J3dTQyVjZnaEhSN1ZTdw?oc=5,{'name': 'MarketBeat'}
2026-08-14 07:00:00+00:00,SLB (SLB) Stock May Trade At A Discount On Cash Flow But Fairly On Earnings - Yahoo Finance,SLB (SLB) Stock May Trade At A Discount On Cash Flow But Fairly On Earnings - Yahoo Finance,https://news.google.com/rss/articles/CBMikgFBVV95cUxNaHJLWVItUVRrNlVBbzJZZi1EMFUyZUFOX2JSOHdQMmlFSURpVU5sZ0tRRm1aS0JXc21OdUVWbmYxZldSTjJXOWxfNzQzSWx4S05YZnR2SDFBTlNReDdJNHdDWkFfWl93VHRidXlBekl1dGRUZXExZXN1RHNNZ3lMZHY0NVZZaGFZWEZvNWxNeWZxdw?oc=5,{'name': 'Yahoo Finance'}
2026-08-26 10:18:44+00:00,"Hsbc Holdings PLC Purchases 586,358 Shares of SLB Limited $SLB - MarketBeat","Hsbc Holdings PLC Purchases 586,358 Shares of SLB Limited $SLB - MarketBeat",https://news.google.com/rss/articles/CBMivgFBVV95cUxNb3BYT0hiSmtVUjE0elJjSzJBSkxhMm5nZkQtVUc1RDVIald1Wmt4TE1DV2lSa3VQaWFwdERwcC0tYVBBdnVWcjZzU0JfWjFpN0FqR0h4LTBld0pxMTkzOG1HZFZCRTRGa0NqeWxsTmtXYVZpdzZfY2w5czYzX3RWNFl0RzlRUW1paFJRZ0lmWndCLXBrNzJIbTNqMi1abmRjd1VjQ3FOVVNFa2Z4dy1vbTdlbmJvUk9XUmM2Tm1R?oc=5,{'name': 'MarketBeat'}
2026-08-25 20:44:00+00:00,SLB Ltd. stock underperforms Tuesday when compared to competitors - MarketWatch,SLB Ltd. stock underperforms Tuesday when compared to competitors - MarketWatch,https://news.google.com/rss/articles/CBMiwgFBVV95cUxNSnVkdVZHNTh4QjkwXzhrTERWS3A5MmlDQTRaOWx4cEZtTVZ2d2d0eWVtb19NQW02eUNFTnFLand0c0J1T2V4bFBKUk53enNCSHhQUGhCaktWWDkyX3h1OHpWSnBvZ1MyR25WVXVmcnU1RzRsVzNDMkFSVmFzRl9xYWd5V1llZ1psMmdiQUItbjdkbmN1amNyQ2g2UHU1alI4YW8ydnNod0VEbjdDNTlvbzVXVW1JWlcyaTR0ZmdTV1A4QQ?oc=5,{'name': 'MarketWatch'}
