Date,Close,High,Low,n,Open,Volume,vw,Dividends,Stock Splits
2020-07-27 00:00:00+00:00,123.24,123.25,118.42,886,118.81,72322,121.94,0.0,0.0
2020-07-28 00:00:00+00:00,120.58,122.79,120.42,941,122.54,148381,121.17,0.0,0.0
2020-07-29 00:00:00+00:00,122.42,123.74,120.76,862,120.76,140168,122.58,0.0,0.0
2020-07-30 00:00:00+00:00,124.71,125.98,122.76,1846,125.4,318412,124.94,0.0,0.0
2020-07-31 00:00:00+00:00,121.7,124.68,121.34,1015,124.38,122987,122.22,0.0,0.0
2020-08-03 00:00:00+00:00,122.18,123.14,121.79,992,122.49,63703,122.38,0.0,0.0
2020-08-04 00:00:00+00:00,123.2,123.8,122.24,452,122.35,31714,123.23,0.0,0.0
2020-08-05 00:00:00+00:00,123.98,124.41,123.14,555,124.41,35840,123.86,0.0,0.0
2020-08-06 00:00:00+00:00,124.58,125.23,123.89,772,123.96,47261,124.56,0.0,0.0
2020-08-07 00:00:00+00:00,132.55,132.74,124.76,2431,124.76,349207,130.22,0.0,0.0
2020-08-10 00:00:00+00:00,144.37,144.6,135.6,2980,135.73,297430,141.69,0.0,0.0
2020-08-11 00:00:00+00:00,141.86,146.93,141.0,2226,144.43,278727,143.33,0.0,0.0
2020-08-12 00:00:00+00:00,145.74,148.91,144.24,1699,144.69,232682,147.47,0.0,0.0
2020-08-13 00:00:00+00:00,147.19,147.84,144.55,1603,144.63,116878,146.39,0.0,0.0
2020-08-14 00:00:00+00:00,150.57,151.33,146.51,1924,146.58,167994,150.28,0.0,0.0
2020-08-17 00:00:00+00:00,149.19,152.77,148.83,1437,151.75,182501,150.21,0.0,0.0
2020-08-18 00:00:00+00:00,149.35,150.44,147.55,929,149.16,116158,148.91,0.0,0.0
2020-08-19 00:00:00+00:00,150.14,152.23,149.69,1239,149.69,110537,150.86,0.0,0.0
2020-08-20 00:00:00+00:00,150.85,150.97,148.18,838,148.18,46300,150.19,0.0,0.0
