Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-08-29 00:00:00+00:00,121.9000015258789,122.7699966430664,121.9000015258789,122.25,727700,0.0,0.0
2016-08-30 00:00:00+00:00,122.44000244140625,122.91000366210938,122.05000305175781,122.5199966430664,654000,0.0,0.0
2016-08-31 00:00:00+00:00,122.3499984741211,122.47000122070312,121.4000015258789,122.04000091552734,844600,0.0,0.0
2016-09-01 00:00:00+00:00,122.2699966430664,123.0,121.94000244140625,122.8499984741211,1224300,0.0,0.0
2016-09-02 00:00:00+00:00,123.04000091552734,123.66999816894531,122.9000015258789,123.44000244140625,489600,0.0,0.0
2016-09-06 00:00:00+00:00,122.80000305175781,123.36000061035156,121.81999969482422,122.16000366210938,787200,0.0,0.0
2016-09-07 00:00:00+00:00,121.86000061035156,122.5199966430664,121.4000015258789,122.23999786376953,731300,0.0,0.0
2016-09-08 00:00:00+00:00,122.2699966430664,122.41999816894531,120.38999938964844,120.56999969482422,1032100,0.0,0.0
2016-09-09 00:00:00+00:00,120.23999786376953,120.23999786376953,117.41000366210938,117.41000366210938,1373500,0.0,0.0
2016-09-12 00:00:00+00:00,116.08000183105469,119.30000305175781,115.61000061035156,118.52999877929688,4768200,0.0,0.0
2016-09-13 00:00:00+00:00,117.4000015258789,120.06999969482422,116.0199966430664,118.0,3575700,0.0,0.0
2016-09-14 00:00:00+00:00,118.23999786376953,118.37999725341797,116.38999938964844,116.83999633789062,1676300,0.0,0.0
2016-09-15 00:00:00+00:00,116.4000015258789,118.70999908447266,116.23999786376953,118.20999908447266,1438900,0.0,0.0
2016-09-16 00:00:00+00:00,117.75,118.18000030517578,117.05000305175781,117.68000030517578,1597700,0.0,0.0
2016-09-19 00:00:00+00:00,118.18000030517578,118.70999908447266,117.77999877929688,117.80999755859375,846800,0.0,0.0
2016-09-20 00:00:00+00:00,118.66000366210938,119.0,117.56999969482422,117.61000061035156,777900,0.0,0.0
2016-09-21 00:00:00+00:00,118.16000366210938,118.41000366210938,117.31999969482422,118.0,1558300,0.0,0.0
2016-09-22 00:00:00+00:00,119.0,119.22000122070312,117.88999938964844,118.37000274658203,1247200,0.0,0.0
2016-09-23 00:00:00+00:00,117.94000244140625,118.2699966430664,116.5999984741211,116.83999633789062,1558200,0.0,0.0
