Date,Close,High,Low,n,Open,Volume,vw,Dividends,Stock Splits
2020-07-27 00:00:00+00:00,209.51,210.64,204.32,867,204.73,69845,208.39,0.0,0.0
2020-07-28 00:00:00+00:00,211.08,213.39,209.77,936,209.87,86729,211.99,0.0,0.0
2020-07-29 00:00:00+00:00,205.27,208.71,203.16,1878,206.83,133953,204.9,0.0,0.0
2020-07-30 00:00:00+00:00,203.18,204.44,202.59,839,203.96,58266,203.52,0.0,0.0
2020-07-31 00:00:00+00:00,201.8,203.13,198.06,775,202.61,53734,200.7,0.0,0.0
2020-08-03 00:00:00+00:00,204.22,205.43,202.03,725,202.18,46603,204.43,0.0,0.0
2020-08-04 00:00:00+00:00,200.99,203.07,199.5,639,202.67,50380,200.95,0.0,0.0
2020-08-05 00:00:00+00:00,199.45,202.57,198.94,1124,202.0,101968,200.29,0.0,0.0
2020-08-06 00:00:00+00:00,199.48,199.56,197.52,1052,198.97,83110,198.36,0.0,0.0
2020-08-07 00:00:00+00:00,198.66,200.09,197.15,632,200.05,50613,198.55,0.0,0.0
2020-08-10 00:00:00+00:00,196.68,198.4,195.2,812,198.4,60811,196.19,0.0,0.0
2020-08-11 00:00:00+00:00,193.86,197.1,193.59,1194,196.62,86374,195.43,0.0,0.0
2020-08-12 00:00:00+00:00,199.54,200.72,194.09,1315,194.09,101402,198.86,0.0,0.0
2020-08-13 00:00:00+00:00,198.52,200.52,198.0,716,199.99,50810,198.68,0.0,0.0
2020-08-14 00:00:00+00:00,199.12,199.6,198.56,936,198.89,81642,199.04,0.0,0.0
2020-08-17 00:00:00+00:00,202.13,203.44,200.2,736,200.2,55435,202.5,0.0,0.0
2020-08-18 00:00:00+00:00,200.79,202.72,199.73,457,202.72,37163,201.48,0.0,0.0
2020-08-19 00:00:00+00:00,200.0,202.62,198.45,703,200.6,59613,201.15,0.0,0.0
2020-08-20 00:00:00+00:00,198.61,199.79,197.38,657,199.79,53761,198.41,0.0,0.0
2020-08-21 00:00:00+00:00,197.73,198.4,195.84,606,198.14,37905,197.02,0.0,0.0
2020-08-24 00:00:00+00:00,195.87,197.81,194.22,810,197.81,63186,195.53,0.0,0.0
2020-08-25 00:00:00+00:00,206.37,207.84,200.24,2489,201.94,222721,205.3,0.0,0.0
2020-08-26 00:00:00+00:00,208.02,209.04,204.72,1229,207.08,91846,207.17,0.0,0.0
2020-08-27 00:00:00+00:00,210.34,213.53,208.34,1328,209.42,105527,211.37,0.0,0.0
2020-08-28 00:00:00+00:00,209.89,211.21,206.14,2110,211.0,175755,208.29,0.0,0.0
2020-08-31 00:00:00+00:00,210.95,211.61,207.97,1370,210.07,134866,209.64,0.0,0.0
2020-09-01 00:00:00+00:00,208.89,209.54,206.83,1024,208.27,71185,208.08,0.0,0.0
2020-09-02 00:00:00+00:00,214.58,214.96,209.53,1306,209.53,92111,213.11,0.0,0.0
2020-09-03 00:00:00+00:00,206.37,215.54,204.98,1698,215.54,122206,208.31,0.0,0.0
2020-09-04 00:00:00+00:00,206.7,209.63,203.61,975,208.77,73154,206.46,0.0,0.0
2020-09-08 00:00:00+00:00,200.45,205.3,199.18,1146,205.3,97718,200.94,0.0,0.0
2020-09-09 00:00:00+00:00,204.19,205.78,201.46,953,201.51,70341,204.24,0.0,0.0
2020-09-10 00:00:00+00:00,200.03,204.59,198.72,845,203.34,61261,201.74,0.0,0.0
2020-09-11 00:00:00+00:00,202.24,203.93,200.59,945,200.85,57622,202.54,0.0,0.0
2020-09-14 00:00:00+00:00,205.19,205.93,203.16,1239,204.12,56697,204.8,0.0,0.0
2020-09-15 00:00:00+00:00,206.66,209.45,206.38,1224,207.58,63011,207.99,0.0,0.0
2020-09-16 00:00:00+00:00,206.22,208.98,205.51,959,208.44,65439,207.62,0.0,0.0
2020-09-17 00:00:00+00:00,206.42,207.4,202.52,1045,203.05,59467,205.67,0.0,0.0
2020-09-18 00:00:00+00:00,206.26,207.46,201.58,1487,206.81,107664,205.13,0.0,0.0
2020-09-21 00:00:00+00:00,202.23,204.87,198.16,1433,204.85,72363,200.1,0.0,0.0
2020-09-22 00:00:00+00:00,205.68,206.47,200.32,1555,200.95,78007,203.25,0.0,0.0
2020-09-23 00:00:00+00:00,201.48,207.05,200.83,1286,205.61,80889,204.36,0.0,0.0
2020-09-24 00:00:00+00:00,199.88,201.73,197.81,1642,201.01,105286,200.14,0.0,0.0
2020-09-25 00:00:00+00:00,202.78,202.98,197.83,941,198.49,53926,200.08,0.0,0.0
2020-09-28 00:00:00+00:00,205.17,206.94,203.58,930,205.64,66123,204.79,0.0,0.0
2020-09-29 00:00:00+00:00,206.61,207.05,204.14,960,205.19,102115,205.27,0.0,0.0
2020-09-30 00:00:00+00:00,211.6,212.94,206.42,1665,207.33,112691,210.52,0.0,0.0
2020-10-01 00:00:00+00:00,212.54,214.81,211.29,2219,212.1,169691,212.87,0.0,0.0
2020-10-02 00:00:00+00:00,204.0,211.64,202.97,2171,209.99,157299,206.18,0.0,0.0
2020-10-05 00:00:00+00:00,212.67,213.33,205.01,2505,205.01,185555,209.77,0.0,0.0
2020-10-06 00:00:00+00:00,210.34,213.87,209.94,1569,213.87,112542,211.72,0.0,0.0
2020-10-07 00:00:00+00:00,214.23,214.85,210.71,1713,211.18,95913,213.91,0.0,0.0
2020-10-08 00:00:00+00:00,199.76,207.89,198.76,4733,207.2,399751,202.82,0.0,0.0
2020-10-09 00:00:00+00:00,196.82,199.22,194.61,4252,198.49,350683,196.88,0.0,0.0
2020-10-12 00:00:00+00:00,199.17,201.17,196.09,3241,198.03,281554,198.78,0.0,0.0
2020-10-13 00:00:00+00:00,199.09,201.13,198.77,2001,199.34,149317,199.66,0.0,0.0
2020-10-14 00:00:00+00:00,197.62,201.43,197.31,2153,199.92,155233,198.8,0.0,0.0
2020-10-15 00:00:00+00:00,195.38,196.93,193.65,3193,196.21,232730,194.87,0.0,0.0
2020-10-16 00:00:00+00:00,196.16,198.74,194.59,2573,195.78,186045,197.07,0.0,0.0
2020-10-19 00:00:00+00:00,191.82,197.23,191.3,2544,196.85,198478,194.06,0.0,0.0
2020-10-20 00:00:00+00:00,192.4,193.67,190.72,2240,192.48,170154,192.41,0.0,0.0
2020-10-21 00:00:00+00:00,190.38,192.1,189.3,2354,190.58,156729,190.54,0.0,0.0
2020-10-22 00:00:00+00:00,189.59,191.17,188.09,2516,189.57,184832,189.24,0.0,0.0
2020-10-23 00:00:00+00:00,188.65,191.31,188.27,2415,190.26,176004,189.3,0.0,0.0
2020-10-26 00:00:00+00:00,186.91,189.63,184.5,3488,187.91,214467,186.4,0.0,0.0
2020-10-27 00:00:00+00:00,185.68,187.89,185.58,1799,187.1,136592,186.73,0.0,0.0
2020-10-28 00:00:00+00:00,179.71,183.75,179.65,2073,182.13,146066,181.19,0.0,0.0
2020-10-29 00:00:00+00:00,180.86,183.17,175.04,3672,177.64,224787,180.27,0.0,0.0
2020-10-30 00:00:00+00:00,180.38,180.45,177.99,2384,180.02,163258,179.03,0.0,0.0
2020-11-02 00:00:00+00:00,183.09,184.64,180.68,2112,184.06,123961,182.67,0.0,0.0
2020-11-03 00:00:00+00:00,183.01,185.5,181.66,2603,184.37,219600,183.23,0.0,0.0
2020-11-04 00:00:00+00:00,191.45,196.18,187.27,3104,187.8,192181,193.16,0.0,0.0
2020-11-05 00:00:00+00:00,192.88,194.38,191.29,1761,194.38,91757,192.37,0.0,0.0
2020-11-06 00:00:00+00:00,192.45,193.88,191.4,1839,192.95,135959,192.72,0.0,0.0
2020-11-09 00:00:00+00:00,195.23,203.31,194.72,2426,202.06,175019,197.34,0.0,0.0
2020-11-10 00:00:00+00:00,200.84,204.29,199.31,3591,203.01,289751,201.66,0.0,0.0
2020-11-11 00:00:00+00:00,200.21,204.1,198.38,2770,202.27,216966,200.55,0.0,0.0
2020-11-12 00:00:00+00:00,197.08,200.24,196.0,1849,199.91,121668,197.46,0.0,0.0
2020-11-13 00:00:00+00:00,198.81,199.66,196.85,2553,198.24,108188,198.54,0.0,0.0
2020-11-16 00:00:00+00:00,198.02,200.74,197.23,1677,199.05,107923,198.62,0.0,0.0
2020-11-17 00:00:00+00:00,194.65,198.23,194.45,1870,196.42,143092,196.11,0.0,0.0
2020-11-18 00:00:00+00:00,190.71,195.9,190.69,2511,195.86,199713,192.45,0.0,0.0
2020-11-19 00:00:00+00:00,188.19,189.89,187.23,2103,189.86,157292,188.15,0.0,0.0
2020-11-20 00:00:00+00:00,186.93,188.41,185.45,2102,186.88,154985,186.71,0.0,0.0
2020-11-23 00:00:00+00:00,186.13,186.84,184.47,1706,186.05,127742,185.5,0.0,0.0
2020-11-24 00:00:00+00:00,184.44,186.5,184.05,1789,186.24,144920,184.81,0.0,0.0
2020-11-25 00:00:00+00:00,184.44,187.22,183.28,2036,185.02,156777,184.47,0.0,0.0
2020-11-27 00:00:00+00:00,188.29,189.32,185.37,1407,185.58,71284,187.96,0.0,0.0
2020-11-30 00:00:00+00:00,185.97,188.56,183.73,2536,188.14,149584,185.01,0.0,0.0
2020-12-01 00:00:00+00:00,188.39,188.96,186.48,1854,188.11,152666,187.94,0.0,0.0
2020-12-02 00:00:00+00:00,189.71,192.59,188.17,2521,188.46,201789,190.92,0.0,0.0
2020-12-03 00:00:00+00:00,189.74,191.2,188.86,2720,189.22,193912,190.19,0.0,0.0
2020-12-04 00:00:00+00:00,191.78,192.83,189.03,2163,189.03,179155,191.45,0.0,0.0
2020-12-07 00:00:00+00:00,189.66,191.84,188.46,1971,191.84,86980,189.4,0.0,0.0
2020-12-08 00:00:00+00:00,191.7,191.74,189.58,1057,191.36,90190,190.77,0.0,0.0
2020-12-09 00:00:00+00:00,192.51,193.77,190.84,2033,192.28,102949,191.86,0.0,0.0
2020-12-10 00:00:00+00:00,191.14,192.41,190.53,1523,191.83,103201,191.2,0.0,0.0
2020-12-11 00:00:00+00:00,190.32,190.69,188.93,1622,189.57,127178,189.83,0.0,0.0
