publishedAt,Title,description,url,source,sentiment_label,sentiment_score,prob_positive,prob_negative,prob_neutral,sentiment_confidence
2026-08-27 21:42:12+00:00,Erste Group initiates Freeport-McMoRan stock with buy rating By Investing.com - Investing.com Canada,Erste Group initiates Freeport-McMoRan stock with buy rating By Investing.com - Investing.com Canada,https://news.google.com/rss/articles/CBMivAFBVV95cUxQNWgzZnlVbXpBanRFdTdfRDFXWUJJbF9wMVM3bE41MnpTWk5iTUM2Ymp0U3JoUE8yS0VIVlhxQkNJcW5CaktDQzNya080TXVYUjVDVXdYbnR6OW5uRERBRkI0NjRQNDBsSmJDVkVpWVZJUXprWkZzc1lKbkVmRGc2dDhtTXlhUGlYa3FHVVdwYjVMUmZ2cmdyejBYMkdHTmFUN0MwejBNbjdMdXNfWFlFOGp6U2pTdEtITWREag?oc=5,{'name': 'Investing.com Canada'},positive,0.9863,0.9863,0.0,0.0136,0.9863
2026-08-27 21:35:25+00:00,"Freeport-McMoRan (NYSE: FCX) director plans 3,798-share sale - Stock Titan","Freeport-McMoRan (NYSE: FCX) director plans 3,798-share sale - Stock Titan",https://news.google.com/rss/articles/CBMinAFBVV95cUxQUTlYeDE1QVhuVUNsWnRqVXpWZUZmM2Y0NFAtTHpTc21EdUhCRVFmTFVadUV0YlpRNDE3eTVVWTZDMmNabFdpUEN0ZjIwUkNQQ3AzV1lZU19VLUdlNW1RYnZQT20tWk1ZSUpBeGZvaFZoeVJJTTZJQkpfc0ZqM25zeVY1LVBqXzZUSHdLeHRIeGRiSXNtc19GSFdUZU4?oc=5,{'name': 'Stock Titan'},neutral,0.0,0.0,0.0,1.0,1.0
2026-08-27 21:30:54+00:00,Here's How Much $1000 Invested In Freeport-McMoRan 5 Years Ago Would Be Worth Today - Benzinga,Here's How Much $1000 Invested In Freeport-McMoRan 5 Years Ago Would Be Worth Today - Benzinga,https://news.google.com/rss/articles/CBMiwgFBVV95cUxOaUxMQUNQR2szcFVMTG9DY3U0X05zdGhGZGxpUElPR0FpbmtvUkd0cUtGVG5KbTdLSXMtaHlOSS1yU203SG5wN09HOFZ6QjBrREg1LTU1SXdWUGU3M1NVRFdfeDY0MmVkRGJtZXBnOEp5TTFZZ25sTGVSMWRSd0M2czgxWnJNZEwyUnNRTVhYRVRhSGd6ODU4dHg5V3NSdTE2UTRqWU1WNnpuQjExQmxaNEhmX0twd0IxUU1laF82emc2QQ?oc=5,{'name': 'Benzinga'},neutral,-0.0,0.0,0.0,1.0,1.0
2026-08-27 16:14:56+00:00,Freeport-McMoRan (NYSE:FCX) Coverage Initiated at Erste Group Bank - MarketBeat,Freeport-McMoRan (NYSE:FCX) Coverage Initiated at Erste Group Bank - MarketBeat,https://news.google.com/rss/articles/CBMixAFBVV95cUxORW1KVEJpNmRJMVhaOUVnODI0SC1JX1VaSXFkVGM0ODFYMkVrMEpRbTk5Z2ZyT1cxTTl1ZXdpa3Bpd2ttcUF5WGRuc0RvNzR0bmg2NjdUMHNGUUNMdzRhVTBBbVRlZmpscGxVV3VaUzdrMXI0N0Y1MTZNNlBWNUlWem92U0Y0TG9JZ2dVNGhZMWxTc1A3NGFHV0Fxa1RidDJoUEVWNGpLSkdaUVNUbDJtRlprZFJkQW9TQkNuRTVMdC1uTlRE?oc=5,{'name': 'MarketBeat'},neutral,0.0,0.0,0.0,1.0,1.0
2026-08-27 09:58:25+00:00,Philadelphia Investment Partners LLC Purchases New Stake in Freeport-McMoRan Inc. $FCX - MarketBeat,Philadelphia Investment Partners LLC Purchases New Stake in Freeport-McMoRan Inc. $FCX - MarketBeat,https://news.google.com/rss/articles/CBMi3gFBVV95cUxPZlpzOWVSN281VnR0Qkg2RlViQ21vRUdKMkNUNDF3c1NSYmgtcWUyeTluMlBwZk95OGtnenhtcjVBZHZGcTVsazFzZmFhQ2YyRlZERVluZGppdU5pTkJfM3JtUDRvcUpTWWIwdW1uNXkwalJIYWdQeVVIbko5RmY1dTFheGcyUnQ0RXYwMGJLTTVBUmlOMUtTTDdCaXZBWWQ2NTNmS3F1TUdnOXFSaU1qaVlqVW9GejZYVXJlaHVmZGRra1J6WDg3RXhIenVpU1o0N2hoRk1Hb21ITlR5S2c?oc=5,{'name': 'MarketBeat'},neutral,0.0,0.0,0.0,1.0,1.0
2026-08-27 07:29:36+00:00,Freeport-McMoRan (NYSE:FCX) Reaches New 12-Month High - Time to Buy? - MarketBeat,Freeport-McMoRan (NYSE:FCX) Reaches New 12-Month High - Time to Buy? - MarketBeat,https://news.google.com/rss/articles/CBMiwAFBVV95cUxPd1poaEZxUmJ2anN1czQ1TUdDaXVkMEJGM1RyeXFFbDVOdFpLME0ycTFoTVRfVWVNU3NpNUZfT2F4MG41djRpMVp6d3k1b1loUjRYUklmazRUaTg4QVQ2S25qUGpCRmc2Z0s5SndJUnNOLXFmMkhuY0VyVk1vdmVYaG5PbFRKOVRCVUgwdzNXMGpzWFB6aHZHRnd6RzEtSm1BcExTNzhmVlo4QXFIcFF1SnBLY0ZqdTZUOHA5dnVDZ0s?oc=5,{'name': 'MarketBeat'},positive,1.0,1.0,0.0,0.0,1.0
2026-08-26 23:10:59+00:00,"Douglas Currault II Sells 80,000 Shares of Freeport-McMoRan (NYSE:FCX) Stock - MarketBeat","Douglas Currault II Sells 80,000 Shares of Freeport-McMoRan (NYSE:FCX) Stock - MarketBeat",https://news.google.com/rss/articles/CBMi0AFBVV95cUxNYTlISWZVeU16TUtPbTBpdHZROFgzNkJiZmdmZ3EzdlF0X3JpZmZ4Nm9pM2lTZndqWHJrVkhMSmZhVW9ERFBicWRZTk1hNFliMHVFeXc5X0FveGRRLTk5SDVHZlZjTEVLUGtmWE90U1Z5dTYzTDNjdEpPa0Qxa0cycGs0c3VzcEpGdFRVOV9ScVpkUWd2S1VuM2NCaWs3U3VhT1RRNWRWU0pjMXBzM21fQWdZcGhOaElOai1mV2FFV3ZmcmxMS1ZhdmlxaWJyMnpO?oc=5,{'name': 'MarketBeat'},neutral,0.0,0.0,0.0,1.0,1.0
2026-08-26 21:51:59+00:00,"Freeport-Mcmoran Insider Sold Shares Worth $6,284,464, According to a Recent SEC Filing - marketscreener.com","Freeport-Mcmoran Insider Sold Shares Worth $6,284,464, According to a Recent SEC Filing - marketscreener.com",https://news.google.com/rss/articles/CBMi1AFBVV95cUxNbldvbExNRlNoRlBYU1UyVWQ5ZmpWZDgxeE1pZ3Jad2pUSUZ4LTdILTk3R2QyN09pdFdYbkRuUWlMemZTNVAtamwtdTIxS3BJemN3X0ZhQ0NycTFPT0JTMXNLdmNlT3YzUVhhS2d4bFhTTU5NLTJMVk5PdnZGWnd1NUVsdnlDRDl5OXFEM19fSERtdktqbkYwUlJZUWJMMFRRQlNiWVUtLTJjMDFEN0w4aHRCcDNNa3FQOTVVR3ZTRktsd251dVBaSExib3duSFR4LUZybA?oc=5,{'name': 'marketscreener.com'},neutral,-0.0,0.0,0.0,1.0,1.0
2026-08-26 21:32:00+00:00,"Insider Sale: EVP & General Counsel of $FCX Sells 80,000 Shares - Quiver Quantitative","Insider Sale: EVP & General Counsel of $FCX Sells 80,000 Shares - Quiver Quantitative",https://news.google.com/rss/articles/CBMipwFBVV95cUxQR04wY0hPVWFBR3FUaWNScGM5U24tN1FhMzJaUnl5NTM3LUxReUJBQjN0NmtTenpSU3lDQ0E5dm1xLVJXQ0h0a3lZTF9DZHlLZkwybUtmSkFCbVoyV0EyazdFYkxxRmp5VTh1QWtSZ3pMVGRuWHhoUkhGeDNldldwMUdiZjBSRWpIWWY3bTBDTDRCOTJzYkY1VXI0aC13VV9Fa3Z0WWhwdw?oc=5,{'name': 'Quiver Quantitative'},neutral,-0.0,0.0,0.0,1.0,1.0
2026-08-26 10:18:39+00:00,Freeport-McMoRan Inc. $FCX Stock Position Reduced by Legal & General Group Plc - MarketBeat,Freeport-McMoRan Inc. $FCX Stock Position Reduced by Legal & General Group Plc - MarketBeat,https://news.google.com/rss/articles/CBMi0AFBVV95cUxNQUtEemhCczRBelg1MFQ5SG9RZ3dtUUVBVjVWaGQwMmx1WElCelNSVjN2WTRHVFl4Y0hDdUFCMGY1R0l2T0hwUDZETW1oZE1NaXpQbE5RdGE2bmN6T09BYlowUGlyM3pqbWd2SHlxakd2RFVReVlsZ0t5QjJ3anAzNi1ZM0RIeGVPMmhVbnp5QUY2bU5aUGZKYmlWcW9HdzU5OUxCUmNkZzducXdkc0pnMWE0emVCbFdIOTdISFNYOW9ITVVoNEUwNXhZeW1raHNw?oc=5,{'name': 'MarketBeat'},neutral,-0.0011,0.0015,0.0026,0.9958,0.9958
