publishedAt,Title,description,url,source,sentiment_label,sentiment_score,prob_positive,prob_negative,prob_neutral,sentiment_confidence
2026-08-28 07:17:37+00:00,Ancora Advisors LLC Invests $1.15 Million in Starbucks Corporation $SBUX - MarketBeat,Ancora Advisors LLC Invests $1.15 Million in Starbucks Corporation $SBUX - MarketBeat,https://news.google.com/rss/articles/CBMiygFBVV95cUxNQnFRSGNSNlZOa0V1Q3NPdXJUaFlyT2I4Mmh4NmxJNnlMc1NLak9XQnJmR3lkUWFXeWRzUHFNMGdmb3lFYUxjYk9adF9PYVBnOTBpM0d5dXBQazU0OE9lMk80bnlCZlh0SGxMMG1iMnh2Tlk3TTQyRG9PeHJQaDUxRlpaeldjeG5QVkczZ2NtQUNwbFYxeTROeGk1dUpCSDJMdjdJUDBXbHhIUWtFMkNXQWFoRW14eENuaVFYRm80anhYRVBSRXdGRTNn?oc=5,{'name': 'MarketBeat'},neutral,-0.0,0.0,0.0,1.0,1.0
2026-08-27 20:38:00+00:00,Starbucks Corp. stock underperforms Thursday when compared to competitors - MarketWatch,Starbucks Corp. stock underperforms Thursday when compared to competitors - MarketWatch,https://news.google.com/rss/articles/CBMi5AFBVV95cUxQOFJRUms4b2F3QWlNb3RkSjR1UnE1enJyNURzbTNQUUVkYVphdW1ta0pWc1Y3YjZ5bWJqcFhBVUpPa2pEb1NOQktqOVUxeHJ4WGdPRUFVU2FGREM3THhabGRPdThRZ0YtV3lVSTk1eUVMN3JHX1JvcVJ0V19pX1JULU9qRkhlYU5haXlva0hOZkcwRnZZMS13WVVoWTBCNzJ5UF8ycmdsVGJqVFZiWGdRLU9wR2ZjUEpxSU5MR29LS1hWZHhzekpzME1jOFE4Z2g0bUVTa2dGYUQyNTdVbzBvV0Rsckk?oc=5,{'name': 'MarketWatch'},positive,0.7017,0.7181,0.0163,0.2656,0.7181
2026-08-27 10:56:24+00:00,Pure Financial Advisors LLC Takes $1.57 Million Position in Starbucks Corporation $SBUX - MarketBeat,Pure Financial Advisors LLC Takes $1.57 Million Position in Starbucks Corporation $SBUX - MarketBeat,https://news.google.com/rss/articles/CBMi3gFBVV95cUxQNnI1UENjbnFhRFlpa1JpekZVbTdOblV3TmU0NlNhMFY0OUstcGZReWZpZTV5d3FuVHU2UjJMTURmdS1XYjJhRW1qUm9VclBab0lGakxRZHVaNk1QMUZ0ZzgwbEE4bmpJMXh6VW1heVNvM3lBaDlTTkpoeTdrcHlFakFnTFU1RlFJbUI0dTZKV3FGamswYS1UYkxCY3pkdE5UNEhRNGNyUnY3V3NQX3YydVNnaUFwOXBnaFpXS3NaZVE1TXdfUmVXNDdpbFJRYTFvLWpiTUwxSEFfaGRrdnc?oc=5,{'name': 'MarketBeat'},neutral,0.0,0.0,0.0,1.0,1.0
2026-08-27 10:56:22+00:00,Stonebridge Capital Management Inc. Takes $2.82 Million Position in Starbucks Corporation $SBUX - MarketBeat,Stonebridge Capital Management Inc. Takes $2.82 Million Position in Starbucks Corporation $SBUX - MarketBeat,https://news.google.com/rss/articles/CBMi5wFBVV95cUxPdDlmVHFRRm14TU82UW5uYVF4NnFrVXhCbDRKbXR2ZXpkQjJMNUhpd2J2d1VCeUNTWHFXczFXNHpwOUY2cTJhbkg1RWo4R2VnODBNLXkxUkF4UUhrTHVGeHFWXy1Vc2RldGRFTXV2VmpEMGhVMGxpb3ROdUhTRUtJdGZhRS1nTEhERUNXR01pd29fV3MxU1BkMTAzMDB2UXE0UThBbDI4azNqUmR6MHNmQUtNUkI4dlFXY2xnSWl0bTIwYlRHZkFMeUd4NkdXNW02eHpkcElFTmdDdUhfSkUtdGtIV0tRcGs?oc=5,{'name': 'MarketBeat'},neutral,0.0,0.0,0.0,1.0,1.0
2026-08-27 10:12:17+00:00,Transamerica Financial Advisors LLC Invests $1.10 Million in Starbucks Corporation $SBUX - MarketBeat,Transamerica Financial Advisors LLC Invests $1.10 Million in Starbucks Corporation $SBUX - MarketBeat,https://news.google.com/rss/articles/CBMi3wFBVV95cUxOWDZUT2RZcFBfNl9waDhINklpOGxJSG1pbnhFRG1LZ0FQbk1zZVpRQ0tVUjNWTlp0cnN5LWsxZUl3YTFvNGh2LVdfUUN2YjZ4bEowR3ZWWnBJTG44b0wxMVR2Qkx6c1ExOG1JNTRSZmFiQmFiYlpyX1JxQmJraG1KRXppYWFwSVR3eWNhTV9GYVFCaW8yUHdUNjdQYXRhMGdtb2RTejRzLWxpaS1CZjhMQnBWTWJjblJHdEFQZWZXbkpmUG93bERadmk3aTl5X0lnNmNkSUhqVFNyVTFCS0kw?oc=5,{'name': 'MarketBeat'},neutral,-0.0,0.0,0.0,1.0,1.0
2026-08-27 08:58:08+00:00,"Canada Pension Plan Investment Board Acquires Shares of 984,345 Starbucks Corporation $SBUX - MarketBeat","Canada Pension Plan Investment Board Acquires Shares of 984,345 Starbucks Corporation $SBUX - MarketBeat",https://news.google.com/rss/articles/CBMi5AFBVV95cUxOeW9iNGRVR3BzRk4xbkRsMmR5aEJMY1Y3Y2hPek9TTVpmQWxBRXhKeWE2U2xteUh3Q2liX0s2TkJxMTk0QkdfRXluUTBaZlVfd0U1T1BFeXI5WWZqV0lDY2VKTlMzRWliNjRJblNMN1RDeG8weGRYbmFlQ2xVMFJhcEdLV1luR3cxZGRsNk81Tmt1dDlFLVphNWltSUZXSS1GNWlaZWwzV3k3bFlNbnhlZG5hUkN3eWVYd2lRVFhRSHhmZXdhdWdBZ0RONm9mcUZLNHFQOHFaSUh1X1lXRzdib3hqMkg?oc=5,{'name': 'MarketBeat'},neutral,0.0,0.0,0.0,1.0,1.0
2026-08-27 08:58:04+00:00,"3,559,002 Shares in Starbucks Corporation $SBUX Acquired by Corient Private Wealth LP - MarketBeat","3,559,002 Shares in Starbucks Corporation $SBUX Acquired by Corient Private Wealth LP - MarketBeat",https://news.google.com/rss/articles/CBMi2wFBVV95cUxPSjFWb2I5aXc3SzE1bWw1M2lpRThqSHRJWTJUblFoYUkwM0tUcE5yekM2QnFUT2pSRWdQdHhVLUZKVmR3c25zSTFnOVlNN29SbS00b0VrRFAySHgyQm54OEI1TTdxUU5MWDhfUkV0TWdWWDJ0ODJEVDdCemlfclIwNm5WSHYtc1o1NnhyT3Zfd1RxbkFrRTZGUVRxMU4yTjM0YmtQSE9YNFdHOEVpTW0zMDQ2MlhCMFh2ZlVsajRhdzVKWENlS2ppZnRGQjFnamJjZnV4RHhjSXdCdVk?oc=5,{'name': 'MarketBeat'},neutral,0.0,0.0,0.0,1.0,1.0
2026-08-27 08:50:36+00:00,Starbucks (NASDAQ:SBUX) Presents a Strong Technical Breakout Setup - ChartMill,Starbucks (NASDAQ:SBUX) Presents a Strong Technical Breakout Setup - ChartMill,https://news.google.com/rss/articles/CBMitgFBVV95cUxOd1ZlY0lWaWdhLWNwdGVsb3cyM0N2M2JYdG5VU282UVZQQS0zTHhZWWc0cTFyMWdNN0lqRV9lV2Z0dDF0aWlfUjJRSnk2MEVqeG0tSjUxYkJJYWtkX09yQ213cDZmU2ptU0E5U0E5aTRZaWNsY3pXc0RvZGZmdXFPckJYRkJVcmJLYlk1WmhyckZEZGNibTdNZU5UbXdoRXJCckFnQnM0aTV3MW54T0pqMWlnV2VSQQ?oc=5,{'name': 'ChartMill'},positive,1.0,1.0,0.0,0.0,1.0
2026-08-27 08:50:17+00:00,"50,104 Shares in Starbucks Corporation $SBUX Purchased by EFG International AG - MarketBeat","50,104 Shares in Starbucks Corporation $SBUX Purchased by EFG International AG - MarketBeat",https://news.google.com/rss/articles/CBMi0wFBVV95cUxPbGhpSnNSSm5uN1ZFY1pEeXBhWjlYUVBNNkFNVlYtdTJpMHpGbjAzWlI5U3RtSktSWTZ4MGl4WlVsQzhydWktaXlubVNfcjJvOVJsVHBNTTBRWXhaakFocE80ZGY0Y3BUNEdNZFN6alBzYjQ1THk1VEJOQWhHUmpBdDJCN0JiWjM2Sk9MSEdHYWM5eEtDVXdtNUxMOEEwcHpUWGVXUnhfY0dLTDJUcV9jN01XSmJVanhlQmZVNnNOWjNPTjJiWVFzeS1naHE1R0hJR2J3?oc=5,{'name': 'MarketBeat'},neutral,0.0,0.0,0.0,1.0,1.0
2026-08-26 12:18:54+00:00,"Starbucks (NASDAQ:SBUX) Raised to ""Strong-Buy"" at Robert W. Baird - MarketBeat","Starbucks (NASDAQ:SBUX) Raised to ""Strong-Buy"" at Robert W. Baird - MarketBeat",https://news.google.com/rss/articles/CBMivwFBVV95cUxOVU03NGVhZUV6ODQ5enRtQUJSVUtIcnU2enRJR0ZUMW5KZ194NF9CaXd6UEdjM25Tbkd5dUhRb2kyb3ZTVDhDTEotYlBfbmMwUlVsWXd6b2tMU3hSMXkxUkpBX0VRMFZXejF4YVlyRzdIRmFNUWNnWk80aFMwZkx3Q3RtN3BNa1FMbmpsR2tTT0hiWTA4RDlVYTJSNzB5RXNFWnpGZThRSjh1RWNyemNVX2JCdGYxeDFqc0xJWTkyaw?oc=5,{'name': 'MarketBeat'},positive,1.0,1.0,0.0,0.0,1.0
