,prob_up,Close,sma200,rsi,atr,cash,holdings,total,signal,stop_loss,benchmark
2018-03-01 05:00:00+00:00,0.3911449,22.062000274658203,22.571799936294557,59.19420153390595,0.8001906531197692,10000.0,0.0,10000.0,0,0.0,10000.0
2018-03-02 05:00:00+00:00,0.6042403,22.341333389282227,22.577836599349975,64.5705509405179,0.7336668287004751,10000.0,0.0,10000.0,0,0.0,10126.61277814636
2018-03-05 05:00:00+00:00,0.5646607,22.22333335876465,22.586916599273682,60.84707747323044,0.7176192147391193,10000.0,0.0,10000.0,0,0.0,10073.127133577169
2018-03-06 05:00:00+00:00,0.4233873,21.8799991607666,22.591963262557982,52.89392326488457,0.7064763477870409,10000.0,0.0,10000.0,0,0.0,9917.504708718248
2018-03-07 05:00:00+00:00,0.42634633,22.15333366394043,22.599119930267335,56.15223925848937,0.7212859562465138,10000.0,0.0,10000.0,0,0.0,10041.398507907346
2018-03-08 05:00:00+00:00,0.4146335,21.940000534057617,22.605369930267333,46.578549912830454,0.6985239301409051,10000.0,0.0,10000.0,0,0.0,9944.701414612564
2018-03-09 05:00:00+00:00,0.5909631,21.81133270263672,22.61313992500305,44.31228090726344,0.6759049551827582,10000.0,0.0,10000.0,0,0.0,9886.380396654507
2018-03-12 04:00:00+00:00,0.33298194,23.03400039672852,22.624903259277342,55.916696232744194,0.7300477709089017,10000.0,0.0,10000.0,0,0.0,10440.576606821467
2018-03-13 04:00:00+00:00,0.21594237,22.78933334350586,22.63323992729187,54.59337698112616,0.7976191384451737,10000.0,0.0,10000.0,0,0.0,10329.676846973445
2018-03-14 04:00:00+00:00,0.4890256,21.775333404541016,22.63373659133911,39.748176052446084,0.8155715124947689,10000.0,0.0,10000.0,0,0.0,9870.063064750088
2018-03-15 04:00:00+00:00,0.294173,21.706666946411133,22.630569925308226,35.378676539125976,0.8295237677437927,10000.0,0.0,10000.0,0,0.0,9838.938752686347
2018-03-16 04:00:00+00:00,0.5010661,21.42333221435547,22.62401659011841,29.81082607315311,0.8360952649797717,10000.0,0.0,10000.0,0,0.0,9710.512169181531
2018-03-19 04:00:00+00:00,0.47104624,20.90399932861328,22.615079917907714,29.36378316633167,0.8441904612949919,10000.0,0.0,10000.0,0,0.0,9475.115161078542
2018-03-20 04:00:00+00:00,0.56783754,20.703332901000977,22.605313243865968,31.048163678681917,0.81785706111363,10000.0,0.0,10000.0,0,0.0,9384.159479311642
2018-03-21 04:00:00+00:00,0.5757738,21.101999282836918,22.59504990577698,40.9570440755772,0.7876190458025248,10000.0,0.0,10000.0,0,0.0,9564.862215633277
2018-03-22 04:00:00+00:00,0.5073008,20.606666564941406,22.58046657562256,34.29882716610277,0.779952457972935,10000.0,0.0,10000.0,0,0.0,9340.343716979969
2018-03-23 04:00:00+00:00,0.5165916,20.1026668548584,22.561096572875975,32.05867012908932,0.7910953249250134,10000.0,0.0,10000.0,0,0.0,9111.896747617027
2018-03-26 04:00:00+00:00,0.5742826,20.27866744995117,22.53915657043457,36.05760303729709,0.8239048549107133,10000.0,0.0,10000.0,0,0.0,9191.672195401303
2018-03-27 04:00:00+00:00,0.7176773,18.61199951171875,22.51310990333557,25.186852446371972,0.9016666412353503,10000.0,0.0,10000.0,0,0.0,8436.224857225508
2018-03-28 04:00:00+00:00,0.7250728,17.185333251953125,22.479366569519044,21.526676329247664,0.9971427917480459,10000.0,0.0,10000.0,0,0.0,7789.562613546551
2018-03-29 04:00:00+00:00,0.62521136,17.742000579833984,22.44275990486145,26.819093699735404,1.0734284264700744,10000.0,0.0,10000.0,0,0.0,8041.882131700252
2018-04-02 04:00:00+00:00,0.9046905,16.832000732421875,22.40003324508667,13.365370833342283,1.0773808615548262,10000.0,0.0,10000.0,0,0.0,7629.408268912121
2018-04-03 04:00:00+00:00,0.69437826,17.8353328704834,22.364096574783325,23.144197000302142,1.078142711094447,10000.0,0.0,10000.0,0,0.0,8084.186677746614
2018-04-04 04:00:00+00:00,0.4517342,19.12933349609375,22.335943241119384,36.07857044267844,1.166047504970005,10000.0,0.0,10000.0,0,0.0,8670.715827189479
2018-04-05 04:00:00+00:00,0.6380396,20.381332397460938,22.314583234786987,43.79912084098215,1.2020951679774687,10000.0,0.0,10000.0,0,0.0,9238.206936690238
2018-04-06 04:00:00+00:00,0.6202093,19.953332901000977,22.290269899368287,43.21413370055361,1.228047507149832,10000.0,0.0,10000.0,0,0.0,9044.208436494593
2018-04-09 04:00:00+00:00,0.66655016,19.310667037963867,22.26135657310486,42.72760781005077,1.2690476008823937,10000.0,0.0,10000.0,0,0.0,8752.908529398084
2018-04-10 04:00:00+00:00,0.6202093,20.31333351135254,22.235386571884156,48.341368853263695,1.3164285932268416,10000.0,0.0,10000.0,0,0.0,9207.385213699641
2018-04-11 04:00:00+00:00,0.6202093,20.062000274658203,22.207879905700683,45.520848713334196,1.30247620173863,10000.0,0.0,10000.0,0,0.0,9093.463885821211
2018-04-12 04:00:00+00:00,0.6380396,19.60533332824707,22.180076570510863,45.672966044466506,1.3007142203194757,10000.0,0.0,10000.0,0,0.0,8886.471346284488
2018-04-13 04:00:00+00:00,0.6274852,20.022666931152344,22.1593999004364,49.651689610306505,1.2962856292724612,10000.0,0.0,10000.0,0,0.0,9075.63533763148
2018-04-16 04:00:00+00:00,0.60384256,19.41399955749512,22.132723236083983,46.372022629846505,1.2729523522513257,10000.0,0.0,10000.0,0,0.0,8799.745859760167
2018-04-17 04:00:00+00:00,0.59459513,19.179332733154297,22.10836990356445,52.705538157162906,1.1899524416242333,10000.0,0.0,10000.0,0,0.0,8693.378884227865
2018-04-18 04:00:00+00:00,0.51685834,19.55666732788086,22.085616579055785,62.56624440734518,1.1207621438162672,10000.0,0.0,10000.0,0,0.0,8864.412602852186
2018-04-19 04:00:00+00:00,0.5119453,20.005332946777344,22.068103246688842,62.13279679604515,1.071762084960938,10000.0,0.0,10000.0,0,0.0,9067.778396212205
2018-04-20 04:00:00+00:00,0.6518636,19.34933280944824,22.05581991195679,63.8721481898966,1.0183809825352268,10000.0,0.0,10000.0,0,0.0,8770.434488514666
2018-04-23 04:00:00+00:00,0.51375055,18.891332626342773,22.047333240509033,56.19136825399661,0.9632381711687371,10000.0,0.0,10000.0,0,0.0,8562.837635371865
2018-04-24 04:00:00+00:00,0.4882598,18.8973331451416,22.037413244247436,48.39778757153568,0.8311429704938623,10000.0,0.0,10000.0,0,0.0,8565.55747886934
2018-04-25 04:00:00+00:00,0.44294438,18.71266746520996,22.025626583099367,36.483435320523576,0.776809692382813,10000.0,0.0,10000.0,0,0.0,8481.854424915633
2018-04-26 04:00:00+00:00,0.49967584,19.03199958801269,22.011713247299195,42.40325330337975,0.7554288591657371,10000.0,0.0,10000.0,0,0.0,8626.597475784658
2018-04-27 04:00:00+00:00,0.7097638,19.60533332824707,21.999899911880494,52.45773690346971,0.7094763347080776,10000.0,0.0,10000.0,0,0.0,8886.471346284492
2018-04-30 04:00:00+00:00,0.70616364,19.59333229064941,21.99006323814392,42.80574551181663,0.6560953685215541,10000.0,0.0,10000.0,0,0.0,8881.031659289543
2018-05-01 04:00:00+00:00,0.3125916,19.994667053222656,21.98077657699585,49.34678713860847,0.647904804774693,10000.0,0.0,10000.0,0,0.0,9062.943887363552
2018-05-02 04:00:00+00:00,0.3827366,20.07666778564453,21.974636583328248,54.930960746539455,0.6421906607491626,10000.0,0.0,10000.0,0,0.0,9100.112200028321
2018-05-03 04:00:00+00:00,0.5064933,18.96333312988281,21.96003991127014,40.32631587450118,0.7186193466186521,10000.0,0.0,10000.0,0,0.0,8595.473163720917
2018-05-04 04:00:00+00:00,0.60708916,19.606000900268555,21.94964991569519,51.74250815723865,0.7472382954188753,10000.0,0.0,10000.0,0,0.0,8886.773935357636
2018-05-07 04:00:00+00:00,0.46315593,20.184667587280277,21.94059991836548,58.58770509232215,0.7577619552612302,10000.0,0.0,10000.0,0,0.0,9149.065060281799
2018-05-08 04:00:00+00:00,0.3032377,20.131332397460938,21.93178991317749,55.19650798232388,0.7396666663033622,10000.0,0.0,10000.0,0,0.0,9124.889922417891
2018-05-09 04:00:00+00:00,0.21586818,20.456666946411133,21.919899911880492,54.17437430348385,0.7134763172694615,10000.0,0.0,10000.0,0,0.0,9272.3536813246
2018-05-10 04:00:00+00:00,0.5804247,20.334667205810547,21.908373250961304,60.11220139718456,0.7065715789794922,10000.0,0.0,10000.0,0,0.0,9217.055095937163
2018-05-11 04:00:00+00:00,0.47991368,20.070667266845703,21.894109926223756,62.60509664716001,0.7090000425066266,10000.0,0.0,10000.0,0,0.0,9097.39235653085
2018-05-14 04:00:00+00:00,0.435106,19.46466636657715,21.87994659423828,55.374501827609926,0.7313331876482282,10000.0,0.0,10000.0,0,0.0,8822.711505871699
2018-05-15 04:00:00+00:00,0.4392992,18.94533348083496,21.862983264923095,52.07268393465311,0.7482854298182896,10000.0,0.0,10000.0,0,0.0,8587.314497768708
2018-05-16 04:00:00+00:00,0.3716497,19.09866714477539,21.85065326690674,50.612002184756875,0.7385710307529995,10000.0,0.0,10000.0,0,0.0,8656.815749709385
2018-05-17 04:00:00+00:00,0.51833314,18.96933364868164,21.83897660255432,43.64340525451416,0.7127616064889091,10000.0,0.0,10000.0,0,0.0,8598.193007218391
2018-05-18 04:00:00+00:00,0.6812443,18.454666137695312,21.82261993408203,39.65853480075967,0.7338093348911828,10000.0,0.0,10000.0,0,0.0,8364.910664466584
2018-05-21 04:00:00+00:00,0.5273146,18.965999603271484,21.80175326347351,40.84056144652919,0.7674760818481443,10000.0,0.0,10000.0,0,0.0,8596.681790933082
2018-05-22 04:00:00+00:00,0.65423,18.333999633789062,21.774453258514406,35.867218733019186,0.7937141145978656,10000.0,0.0,10000.0,0,0.0,8310.21639268523
2018-05-23 04:00:00+00:00,0.60404986,18.60466766357422,21.749086599349976,46.630777300541375,0.6984284264700753,10000.0,0.0,10000.0,0,0.0,8432.901564662161
2018-05-24 04:00:00+00:00,0.7146893,18.523332595825195,21.71996326446533,38.630636999850594,0.6454760687691825,10000.0,0.0,10000.0,0,0.0,8396.034976530327
2018-05-25 04:00:00+00:00,0.7156172,18.59000015258789,21.6917366027832,31.236301422596284,0.6081428527832033,10000.0,0.0,10000.0,0,0.0,8426.25325045505
2018-05-29 04:00:00+00:00,0.41432342,18.917333602905277,21.667856607437134,36.580726463915845,0.6157618931361607,10000.0,0.0,10000.0,0,0.0,8574.62304750078
2018-05-30 04:00:00+00:00,0.6264457,19.447999954223636,21.645806608200072,39.334563833100226,0.6464762006487168,10000.0,0.0,10000.0,0,0.0,8815.157153525572
2018-05-31 04:00:00+00:00,0.61835074,18.98200035095215,21.619449949264528,36.66711660887584,0.6460477284022742,10000.0,0.0,10000.0,0,0.0,8603.934418746276
2018-06-01 04:00:00+00:00,0.55436546,19.454666137695312,21.595946617126465,44.168133520882876,0.6380002158028736,10000.0,0.0,10000.0,0,0.0,8818.17872155598
2018-06-04 04:00:00+00:00,0.45868358,19.78266716003418,21.573889951705933,53.177886451597956,0.6087621961321149,10000.0,0.0,10000.0,0,0.0,8966.851107674853
2018-06-05 04:00:00+00:00,0.40342724,19.408666610717773,21.553626623153686,54.768758764174365,0.606809888567243,10000.0,0.0,10000.0,0,0.0,8797.32860533584
2018-06-06 04:00:00+00:00,0.30313304,21.299999237060547,21.544306621551513,66.68686016710733,0.720095634460449,10000.0,0.0,10000.0,0,0.0,9654.60927018801
2018-06-07 04:00:00+00:00,0.6104005,21.07266616821289,21.537049951553346,65.71057097668162,0.7734290531703404,10000.0,0.0,10000.0,0,0.0,9551.566451759263
2018-06-08 04:00:00+00:00,0.5322894,21.17733383178711,21.529153289794923,71.66347762096319,0.7626671109880725,10000.0,0.0,10000.0,0,0.0,9599.008960267636
