feature,importance
vix_ma5,0.054069918
vix_close,0.051694136
atr,0.050771642
price_to_sma200,0.050186425
mean_sentiment_score,0.048640415
return_5d,0.048296712
sma200,0.047975793
return_1d,0.047941394
volatility_21d,0.045706075
volume_ratio,0.045288313
ma_spread,0.045154408
stochastic_oscillator,0.044222638
return_21d,0.043966122
bollinger_upper,0.04365737
bollinger_lower,0.043594647
atr_ratio,0.04324906
rsi,0.04320161
ma21,0.042788662
ma7,0.0425628
vix_change_1d,0.041503035
macd,0.03853501
rsi_slope,0.036993846
positive,0.0
negative,0.0
neutral,0.0
