feature,importance
Close_FFD,0.05259498
atr,0.04762527
price_to_sma200,0.047366105
return_21d,0.04723129
bollinger_upper,0.046219237
return_5d,0.046134353
rsi,0.044621147
rsi_slope,0.04441602
ma21,0.043829422
vix_ma5,0.043687887
vix_close,0.04350789
volume_ratio,0.04347918
atr_ratio,0.042984318
stochastic_oscillator,0.042813748
ma7,0.04253195
bollinger_lower,0.042505953
volatility_21d,0.04099499
ma_spread,0.040974107
mean_sentiment_score,0.04024822
macd,0.039661497
return_1d,0.039468866
sma200,0.038950324
vix_change_1d,0.038153265
positive,0.0
negative,0.0
neutral,0.0
