feature,importance
bollinger_upper,0.050731827
vix_ma5,0.050156463
macd,0.049811594
Close_FFD,0.048439372
vix_change_1d,0.047954135
rsi,0.046825886
rsi_slope,0.046556994
bollinger_lower,0.045463447
ma7,0.045157254
ma_spread,0.044213295
return_21d,0.043071155
volume_ratio,0.043041408
vix_close,0.043034844
volatility_21d,0.04301131
atr_ratio,0.04281346
atr,0.041960254
return_1d,0.041248895
return_5d,0.040291175
stochastic_oscillator,0.040276103
sma200,0.039909337
ma21,0.03738752
mean_sentiment_score,0.037139885
price_to_sma200,0.031504363
positive,0.0
negative,0.0
neutral,0.0
