feature,importance
vix_ma5,0.051033925
sma200,0.050191153
ma21,0.0484628
atr,0.048081554
bollinger_lower,0.04670663
ma_spread,0.045718748
bollinger_upper,0.044405077
return_21d,0.04430551
vix_change_1d,0.04395943
vix_close,0.043694604
macd,0.043576147
Close_FFD,0.042735584
volatility_21d,0.042490114
atr_ratio,0.041163433
return_5d,0.040942546
rsi,0.04022956
price_to_sma200,0.040044673
stochastic_oscillator,0.038834415
return_1d,0.037208706
ma7,0.036220834
rsi_slope,0.035267353
volume_ratio,0.034911223
neutral,0.031357624
mean_sentiment_score,0.028458387
negative,0.0
positive,0.0
