feature,importance
ma_spread,0.04852922
price_to_sma200,0.046335503
neutral,0.04572926
sma200,0.04552249
ma21,0.045139097
macd,0.04461492
return_21d,0.044383485
stochastic_oscillator,0.044275843
bollinger_upper,0.043614488
bollinger_lower,0.042388555
volume_ratio,0.042348497
return_1d,0.042271856
vix_close,0.042017642
vix_change_1d,0.041829646
atr_ratio,0.040850602
Close_FFD,0.040173218
return_5d,0.039850984
volatility_21d,0.039731923
rsi,0.039729577
atr,0.039550774
vix_ma5,0.0380238
rsi_slope,0.036094427
ma7,0.0355766
mean_sentiment_score,0.03141763
negative,0.0
positive,0.0
