feature,importance
vix_ma5,0.04641379
ma_spread,0.04531989
rsi,0.04420217
ma21,0.04397814
return_5d,0.04387908
Close_FFD,0.0435098
vix_close,0.043028474
macd,0.042784177
sma200,0.04248397
vix_change_1d,0.041738298
bollinger_lower,0.04152324
return_21d,0.040958185
price_to_sma200,0.0407913
return_1d,0.040649854
bollinger_upper,0.04032185
atr_ratio,0.04008586
neutral,0.03972303
volatility_21d,0.03867094
atr,0.03841765
stochastic_oscillator,0.038385805
rsi_slope,0.03696521
volume_ratio,0.036177434
ma7,0.035743006
positive,0.029300855
mean_sentiment_score,0.024948018
negative,0.0
