feature,importance
sma200,0.051606424
stochastic_oscillator,0.04784451
bollinger_lower,0.045807995
vix_close,0.045515146
rsi,0.04479171
vix_ma5,0.044733617
atr_ratio,0.043338966
Close_FFD,0.043052692
atr,0.042964213
price_to_sma200,0.04245955
vix_change_1d,0.04220024
rsi_slope,0.04206812
return_1d,0.04178263
bollinger_upper,0.04165398
volume_ratio,0.041166704
macd,0.04088923
return_5d,0.039702874
return_21d,0.039129566
ma_spread,0.038836814
ma21,0.038811453
volatility_21d,0.038612004
ma7,0.03720053
neutral,0.034182258
mean_sentiment_score,0.031648792
negative,0.0
positive,0.0
