feature,importance
vix_ma5,0.053887337
bollinger_lower,0.04964672
price_to_sma200,0.047251858
vix_change_1d,0.046055924
ma_spread,0.045361895
volume_ratio,0.044727072
ma21,0.04392837
vix_close,0.043834288
sma200,0.043706648
macd,0.0426657
rsi_slope,0.042342827
volatility_21d,0.042070817
ma7,0.04012608
return_21d,0.04000231
bollinger_upper,0.039806884
atr,0.039629743
stochastic_oscillator,0.03919454
atr_ratio,0.03901174
rsi,0.038875725
mean_sentiment_score,0.03840262
return_5d,0.03775874
positive,0.03631439
return_1d,0.03631056
neutral,0.02908724
negative,0.0
