feature,importance
sma200,0.05342693
vix_ma5,0.04964788
rsi,0.047509722
bollinger_upper,0.04690458
volatility_21d,0.04642369
stochastic_oscillator,0.044365115
ma21,0.044349786
price_to_sma200,0.04426386
ma_spread,0.043399476
return_21d,0.042406958
return_5d,0.042052455
neutral,0.041879978
Close_FFD,0.041506324
macd,0.0402672
atr_ratio,0.039934408
vix_close,0.039549615
vix_change_1d,0.03921849
return_1d,0.038886756
volume_ratio,0.038455695
rsi_slope,0.03819875
atr,0.0371427
bollinger_lower,0.037006665
ma7,0.03340398
mean_sentiment_score,0.029799031
negative,0.0
positive,0.0
