feature,importance
sma200,0.04547523
stochastic_oscillator,0.045340493
vix_ma5,0.045030896
rsi,0.044451308
return_5d,0.04415464
bollinger_lower,0.04395527
bollinger_upper,0.04316702
ma21,0.04301658
return_21d,0.042968955
price_to_sma200,0.042798374
rsi_slope,0.042106822
ma_spread,0.04200768
Close_FFD,0.04155133
volume_ratio,0.04152933
vix_change_1d,0.041410442
vix_close,0.041095667
atr,0.04048705
ma7,0.039516594
volatility_21d,0.039194047
macd,0.03897498
return_1d,0.038814425
mean_sentiment_score,0.0381004
atr_ratio,0.03804501
neutral,0.03680751
negative,0.0
positive,0.0
