feature,importance
bollinger_upper,0.056392916
ma21,0.052667655
vix_ma5,0.051925976
return_21d,0.051911432
bollinger_lower,0.05112246
Close_FFD,0.049638815
rsi_slope,0.049329042
price_to_sma200,0.04878954
ma_spread,0.048083518
vix_change_1d,0.045935053
return_1d,0.045842372
atr_ratio,0.04545747
return_5d,0.04535138
stochastic_oscillator,0.044481345
volatility_21d,0.042582057
vix_close,0.04011068
rsi,0.03991537
volume_ratio,0.039563783
sma200,0.039477587
macd,0.03818357
atr,0.037135363
ma7,0.03610261
mean_sentiment_score,0.0
positive,0.0
negative,0.0
neutral,0.0
