feature,importance
ma21,0.05117478
rsi,0.04742089
bollinger_upper,0.047142323
return_5d,0.04632271
stochastic_oscillator,0.0463018
macd,0.04629571
ma_spread,0.04605303
vix_ma5,0.045670155
bollinger_lower,0.04548806
vix_close,0.045455042
vix_change_1d,0.045404825
atr,0.04322555
sma200,0.043183863
rsi_slope,0.042846553
Close_FFD,0.042770825
ma7,0.04233686
return_21d,0.04205632
price_to_sma200,0.04181043
return_1d,0.041227445
volume_ratio,0.041013658
atr_ratio,0.039860263
volatility_21d,0.035908233
mean_sentiment_score,0.031030731
positive,0.0
negative,0.0
neutral,0.0
