feature,importance
bollinger_lower,0.053956416
return_1d,0.053220257
atr_ratio,0.0483398
bollinger_upper,0.047730967
price_to_sma200,0.046540134
macd,0.046027046
volatility_21d,0.045924436
stochastic_oscillator,0.045562595
sma200,0.04520175
rsi,0.044526726
volume_ratio,0.044221718
return_21d,0.04257575
vix_change_1d,0.04238605
ma_spread,0.04229638
return_5d,0.0421717
rsi_slope,0.0418248
ma21,0.04113223
ma7,0.040446546
atr,0.040193085
vix_ma5,0.038982812
Close_FFD,0.037839364
vix_close,0.03627315
neutral,0.03262628
mean_sentiment_score,0.0
negative,0.0
positive,0.0
