feature,importance
ma_spread,0.0507984
return_21d,0.048713807
Close_FFD,0.04680042
bollinger_upper,0.045893
return_1d,0.04583887
atr_ratio,0.04520602
volatility_21d,0.04482972
vix_ma5,0.04475752
ma21,0.04460819
rsi_slope,0.04320363
price_to_sma200,0.04267476
volume_ratio,0.0426728
vix_close,0.042413637
rsi,0.042330418
sma200,0.041785877
macd,0.040257808
atr,0.03915685
mean_sentiment_score,0.037557296
vix_change_1d,0.03666195
return_5d,0.036390297
ma7,0.035496213
stochastic_oscillator,0.035187345
bollinger_lower,0.034965657
neutral,0.031799495
negative,0.0
positive,0.0
