feature,importance
ma7,0.053523034
vix_ma5,0.04952371
rsi,0.048767548
atr,0.048166312
return_21d,0.046695754
bollinger_lower,0.046474162
atr_ratio,0.046465643
ma_spread,0.046041187
rsi_slope,0.04569578
price_to_sma200,0.04554174
bollinger_upper,0.045367904
ma21,0.045339536
return_1d,0.045011707
volatility_21d,0.044797003
return_5d,0.044623844
macd,0.04425812
volume_ratio,0.043683607
sma200,0.043548156
Close_FFD,0.043076094
vix_change_1d,0.042327188
vix_close,0.04116963
stochastic_oscillator,0.039902285
mean_sentiment_score,0.0
positive,0.0
negative,0.0
neutral,0.0
