feature,importance
Close_FFD,0.05067108
ma21,0.04999388
macd,0.048790835
bollinger_lower,0.048312206
vix_ma5,0.04757717
rsi_slope,0.047519144
rsi,0.04746596
sma200,0.046717048
price_to_sma200,0.04605425
stochastic_oscillator,0.04513574
ma_spread,0.045015253
atr_ratio,0.044134732
bollinger_upper,0.044121504
vix_close,0.04322707
ma7,0.043147407
return_1d,0.042768907
volume_ratio,0.041807227
return_21d,0.038643274
vix_change_1d,0.036509104
atr,0.03642397
return_5d,0.035928253
volatility_21d,0.035430953
mean_sentiment_score,0.034605026
positive,0.0
negative,0.0
neutral,0.0
