feature,importance
bollinger_upper,0.06177756
bollinger_lower,0.049567845
vix_close,0.04566189
price_to_sma200,0.043949604
mean_sentiment_score,0.043588128
ma_spread,0.043231387
stochastic_oscillator,0.04319245
rsi,0.04296075
neutral,0.041992903
vix_ma5,0.041619316
ma21,0.04150434
Close_FFD,0.04128657
return_21d,0.041007664
ma7,0.040981118
atr_ratio,0.04091864
volume_ratio,0.04011491
volatility_21d,0.0394645
return_1d,0.03887357
sma200,0.03706052
return_5d,0.03699256
vix_change_1d,0.036942177
macd,0.03676442
rsi_slope,0.036061406
atr,0.034485757
negative,0.0
positive,0.0
