feature,importance
sma200,0.04939275
ma21,0.0473342
vix_ma5,0.04673402
price_to_sma200,0.046034656
bollinger_lower,0.045774885
atr_ratio,0.044616777
return_1d,0.04433836
return_5d,0.044291634
volatility_21d,0.043794457
rsi,0.043619916
vix_close,0.04341321
volume_ratio,0.043348685
stochastic_oscillator,0.04331759
Close_FFD,0.04054503
macd,0.04045526
rsi_slope,0.0401001
return_21d,0.0399472
atr,0.03894153
bollinger_upper,0.03879825
vix_change_1d,0.03812724
ma7,0.037462737
ma_spread,0.03668397
mean_sentiment_score,0.03239089
neutral,0.030536616
negative,0.0
positive,0.0
