feature,importance
bollinger_lower,0.04950802
macd,0.04831456
atr_ratio,0.045937434
ma7,0.044338748
return_1d,0.043848474
ma21,0.043477856
vix_ma5,0.043413904
stochastic_oscillator,0.043070085
return_21d,0.04306519
rsi,0.042840704
Close_FFD,0.042799532
vix_close,0.042655967
bollinger_upper,0.042171583
price_to_sma200,0.042168353
volatility_21d,0.04213781
volume_ratio,0.041368473
atr,0.040839124
ma_spread,0.039677206
rsi_slope,0.039368622
vix_change_1d,0.038328275
return_5d,0.03816209
sma200,0.037625834
neutral,0.03272224
mean_sentiment_score,0.032159958
negative,0.0
positive,0.0
