feature,importance
bollinger_lower,0.053001698
atr_ratio,0.04831883
sma200,0.04780113
return_1d,0.0473442
rsi_slope,0.0468276
return_21d,0.045908447
ma21,0.045844648
vix_change_1d,0.04515737
stochastic_oscillator,0.04456939
vix_ma5,0.04373688
volume_ratio,0.043645266
price_to_sma200,0.043483727
Close_FFD,0.04337403
rsi,0.042569827
ma_spread,0.042452417
bollinger_upper,0.04175112
ma7,0.04073118
macd,0.040359706
return_5d,0.040105876
mean_sentiment_score,0.03971364
atr,0.039177176
volatility_21d,0.03916055
vix_close,0.0349653
positive,0.0
negative,0.0
neutral,0.0
