feature,importance
bollinger_upper,0.050245915
neutral,0.049587365
atr,0.046738625
macd,0.04632281
sma200,0.045557912
vix_close,0.04501169
rsi,0.044497386
stochastic_oscillator,0.043245688
atr_ratio,0.04305589
return_1d,0.04249926
vix_ma5,0.041755687
ma_spread,0.04154647
Close_FFD,0.04133287
rsi_slope,0.041177325
volume_ratio,0.04076281
return_5d,0.040700655
vix_change_1d,0.03979928
volatility_21d,0.039745722
return_21d,0.039257307
ma7,0.037589133
price_to_sma200,0.03633539
ma21,0.036105793
mean_sentiment_score,0.033887636
bollinger_lower,0.03324141
negative,0.0
positive,0.0
