,Open,Close,sma200,rsi,atr,prob_up,cash,holdings,borrowed_margin,total,signal,stop_loss,benchmark
2020-07-27 00:00:00+00:00,40.09,40.03,,,,0.5039370078740157,10000.0,0.0,0.0,10000.0,0,0.0,10000.0
2020-07-28 00:00:00+00:00,39.5,39.35,,,,0.5039370078740157,10000.0,0.0,0.0,10000.0,0,0.0,9830.127
2020-07-29 00:00:00+00:00,39.63,40.21,,,,0.5039370078740157,10000.0,0.0,0.0,10000.0,0,0.0,10044.966
2020-07-30 00:00:00+00:00,39.93,39.87,,,,0.5039370078740157,10000.0,0.0,0.0,10000.0,0,0.0,9960.029
2020-07-31 00:00:00+00:00,39.92,40.29,,,,0.5039370078740157,10000.0,0.0,0.0,10000.0,0,0.0,10064.951
2020-08-03 00:00:00+00:00,40.32,40.04,,,,0.5039370078740157,10000.0,0.0,0.0,10000.0,0,0.0,10002.497
2020-08-04 00:00:00+00:00,40.03,39.82,,,,0.5039370078740157,10000.0,0.0,0.0,10000.0,0,0.0,9947.538
2020-08-05 00:00:00+00:00,39.95,40.05,,,,0.5039370078740157,10000.0,0.0,0.0,10000.0,0,0.0,10004.995
2020-08-06 00:00:00+00:00,40.08,40.13,,,,0.5039370078740157,10000.0,0.0,0.0,10000.0,0,0.0,10024.98
2020-08-07 00:00:00+00:00,39.94,40.78,,,,0.5039370078740157,10000.0,0.0,0.0,10000.0,0,0.0,10187.357
2020-08-10 00:00:00+00:00,40.76,40.39,,,,0.5039370078740157,10000.0,0.0,0.0,10000.0,0,0.0,10089.931
2020-08-11 00:00:00+00:00,40.4,40.06,,,,0.5039370078740157,10000.0,0.0,0.0,10000.0,0,0.0,10007.492
2020-08-12 00:00:00+00:00,40.47,40.02,,,,0.5039370078740157,10000.0,0.0,0.0,10000.0,0,0.0,9997.5
2020-08-13 00:00:00+00:00,39.92,39.98,,49.88864,,0.5039370078740157,10000.0,0.0,0.0,10000.0,0,0.0,9987.507
2020-08-14 00:00:00+00:00,40.01,39.61,,49.448124,0.6414286,0.5596330275229358,10000.0,0.0,0.0,10000.0,0,0.0,9895.077
2020-08-17 00:00:00+00:00,39.77,40.05,,45.714287,0.655,0.5596330275229358,-10.0,9995.002498750626,0.0,9985.002498750626,1,38.647857666015625,10004.994
2020-08-18 00:00:00+00:00,40.09,39.9,,57.51073,0.6292857,0.5039370078740157,-10.0,9957.568637136816,0.0,9947.568637136816,0,39.067501068115234,9967.522
2020-08-19 00:00:00+00:00,40.22,39.87,,46.07595,0.58214283,0.5596330275229358,-10.0,9950.08082235717,0.0,9940.08082235717,0,39.067501068115234,9960.027
2020-08-20 00:00:00+00:00,40.02,40.02,,50.0,0.5692857,0.5039370078740157,-10.0,9987.515465954008,0.0,9977.515465954008,0,39.067501068115234,9997.5
2020-08-21 00:00:00+00:00,40.04,39.9,,45.994064,0.55214286,0.5596330275229358,-10.0,9957.568187869832,0.0,9947.568187869832,0,39.166072845458984,9967.522
2020-08-24 00:00:00+00:00,39.88,40.36,,47.839508,0.54285717,0.5039370078740157,-10.0,10072.36749390691,0.0,10062.36749390691,0,39.166072845458984,10082.437
2020-08-25 00:00:00+00:00,40.41,39.92,,57.75862,0.54,0.5039370078740157,-10.0,9962.559269222578,0.0,9952.559269222578,0,39.54571533203125,9972.519
2020-08-26 00:00:00+00:00,40.13,40.64,,48.238483,0.55142856,0.5039370078740157,-10.0,10142.245254348458,0.0,10132.245254348458,0,39.54571533203125,10152.384
2020-08-27 00:00:00+00:00,40.87,40.48,,55.889145,0.6028572,0.5039370078740157,-10.0,10102.315173962044,0.0,10092.315173962044,0,39.8128547668457,10112.414
2020-08-28 00:00:00+00:00,40.66,40.51,,46.09375,0.56357145,0.5039370078740157,-10.0,10109.802243740072,0.0,10099.802243740072,0,39.8128547668457,10119.909
2020-08-31 00:00:00+00:00,40.65,41.26,,51.724136,0.53571427,0.5039370078740157,-10.0,10296.97429269817,0.0,10286.97429269817,0,39.8128547668457,10307.268
2020-09-01 00:00:00+00:00,41.19,41.35,,65.38461,0.5592857,0.5039370078740157,-10.0,10319.43499602437,0.0,10309.43499602437,0,40.45642852783203,10329.751
2020-09-02 00:00:00+00:00,41.45,42.15,,66.83544,0.525,0.5039370078740157,10493.307215489276,0.0,0.0,10493.307215489276,-1,0.0,10529.602
2020-09-03 00:00:00+00:00,42.19,40.92,,73.036095,0.56,0.5039370078740157,10493.307215489276,0.0,0.0,10493.307215489276,0,0.0,10222.331
2020-09-04 00:00:00+00:00,41.13,40.0,,61.759426,0.6414286,0.5039370078740157,10493.307215489276,0.0,0.0,10493.307215489276,0,0.0,9992.504
2020-09-08 00:00:00+00:00,39.29,38.82,,49.586777,0.7185714,0.5596330275229358,10493.307215489276,0.0,0.0,10493.307215489276,0,0.0,9697.726
2020-09-09 00:00:00+00:00,39.06,39.63,,42.372883,0.7835714,0.5596330275229358,-10.49330721548904,10488.063183897328,0.0,10477.569876681839,1,37.74214172363281,9900.073
2020-09-10 00:00:00+00:00,39.73,38.53,,48.47328,0.82,0.5039370078740157,-10.49330721548904,10196.948004859061,0.0,10186.454697643572,0,38.45464324951172,9625.278
2020-09-11 00:00:00+00:00,38.82,38.69,,41.5437,0.8807143,0.5039370078740157,-10.49330721548904,10239.292418109659,0.0,10228.79911089417,0,38.45464324951172,9665.249
2020-09-14 00:00:00+00:00,39.04,39.13,,43.16384,0.88928574,0.5039370078740157,-10.49330721548904,10355.739449212753,0.0,10345.246141997264,0,38.45464324951172,9775.168
2020-09-15 00:00:00+00:00,39.45,39.5,,43.035107,0.9028571,0.5039370078740157,-10.49330721548904,10453.660016380936,0.0,10443.166709165447,0,38.45464324951172,9867.599
2020-09-16 00:00:00+00:00,39.67,39.19,,47.60274,0.9035714,0.5039370078740157,-10.49330721548904,10371.618191661217,0.0,10361.124884445728,0,38.45464324951172,9790.156
2020-09-17 00:00:00+00:00,38.54,38.36,,41.317364,0.88214284,0.5039370078740157,-10.49330721548904,10151.95933293892,0.0,10141.466025723432,0,38.45464324951172,9582.812
2020-09-18 00:00:00+00:00,38.44,37.75,,38.248337,0.9307143,0.5039370078740157,9965.043958608818,0.0,0.0,9965.043958608818,-1,0.0,9430.426
2020-09-21 00:00:00+00:00,37.04,37.6,,35.625,0.9892857,0.5039370078740157,9965.043958608818,0.0,0.0,9965.043958608818,0,0.0,9392.953
2020-09-22 00:00:00+00:00,37.81,37.98,,29.666666,0.9835714,0.5039370078740157,9965.043958608818,0.0,0.0,9965.043958608818,0,0.0,9487.883
2020-09-23 00:00:00+00:00,38.03,36.9,,31.862217,1.0242857,0.5039370078740157,9965.043958608818,0.0,0.0,9965.043958608818,0,0.0,9218.086
2020-09-24 00:00:00+00:00,36.94,37.36,,22.570534,1.0378572,0.5039370078740157,9965.043958608818,0.0,0.0,9965.043958608818,0,0.0,9333.0
2020-09-25 00:00:00+00:00,37.31,38.18,,29.772728,0.98214287,0.5039370078740157,9965.043958608818,0.0,0.0,9965.043958608818,0,0.0,9537.846
2020-09-28 00:00:00+00:00,38.71,38.63,,39.54023,0.94142854,0.5039370078740157,9965.043958608818,0.0,0.0,9965.043958608818,0,0.0,9650.262
2020-09-29 00:00:00+00:00,38.56,37.36,,48.80803,0.905,0.5039370078740157,9965.043958608818,0.0,0.0,9965.043958608818,0,0.0,9333.0
2020-09-30 00:00:00+00:00,37.64,37.86,,36.53618,1.0107143,0.5596330275229358,9965.043958608818,0.0,0.0,9965.043958608818,0,0.0,9457.906
2020-10-01 00:00:00+00:00,38.08,38.19,,45.721584,0.99,0.5039370078740157,-9.965043958609385,9960.063926645496,0.0,9950.098882686887,1,36.343929290771484,9540.344
2020-10-02 00:00:00+00:00,37.78,38.08,,46.875,0.99285716,0.5039370078740157,-9.965043958609385,9931.376201034329,0.0,9921.41115707572,0,36.70499801635742,9512.864
2020-10-05 00:00:00+00:00,38.24,38.47,,43.15515,0.9842857,0.5039370078740157,-9.965043958609385,10033.089658566194,0.0,10023.124614607585,0,36.70499801635742,9610.292
2020-10-06 00:00:00+00:00,38.47,38.1,,43.30299,0.99214286,0.5039370078740157,-9.965043958609385,9936.591559800867,0.0,9926.626515842258,0,36.99357223510742,9517.859
2020-10-07 00:00:00+00:00,38.17,37.91,,42.967743,0.9935714,0.5039370078740157,-9.965043958609385,9887.039540392478,0.0,9877.074496433868,0,36.99357223510742,9470.396
2020-10-08 00:00:00+00:00,38.16,38.38,,46.83544,0.9635714,0.5039370078740157,-9.965043958609385,10009.616744167028,0.0,9999.651700208418,0,36.99357223510742,9587.808
2020-10-09 00:00:00+00:00,38.57,38.56,,54.519367,0.925,0.5039370078740157,-9.965043958609385,10056.561164737046,0.0,10046.596120778437,0,36.99357223510742,9632.774
2020-10-12 00:00:00+00:00,38.8,38.95,,56.857143,0.8964286,0.5039370078740157,-9.965043958609385,10158.273966062341,0.0,10148.308922103732,0,37.17250061035156,9730.201
2020-10-13 00:00:00+00:00,39.09,38.92,,56.918686,0.87714285,0.5039370078740157,-9.965043958609385,10150.449343999693,0.0,10140.484300041084,0,37.6053581237793,9722.706
2020-10-14 00:00:00+00:00,39.16,39.32,,66.94631,0.82714283,0.5039370078740157,-9.965043958609385,10254.770685483714,0.0,10244.805641525105,0,37.6053581237793,9822.632
2020-10-15 00:00:00+00:00,38.99,39.56,,66.61017,0.8092857,0.5039370078740157,-9.965043958609385,10317.363283521212,0.0,10307.398239562603,0,38.07928466796875,9882.587
2020-10-16 00:00:00+00:00,39.6,39.74,,62.969925,0.7778571,0.5039370078740157,-9.965043958609385,10364.308311727169,0.0,10354.34326776856,0,38.346073150634766,9927.554
2020-10-19 00:00:00+00:00,39.83,39.29,,60.9901,0.76714283,0.5039370078740157,-9.965043958609385,10246.946710806396,0.0,10236.981666847787,0,38.57321548461914,9815.138
2020-10-20 00:00:00+00:00,39.48,39.8,,72.81324,0.6407143,0.5039370078740157,-9.965043958609385,10379.955582659697,0.0,10369.990538701088,0,38.57321548461914,9942.541
2020-10-21 00:00:00+00:00,40.23,40.81,,72.87736,0.64857143,0.5039370078740157,-9.965043958609385,10643.36684285565,0.0,10633.40179889704,0,38.83892822265625,10194.853
2020-10-22 00:00:00+00:00,40.61,40.07,,76.626015,0.73571426,0.5039370078740157,10424.731502068586,0.0,0.0,10424.731502068586,-1,0.0,10009.991
2020-10-23 00:00:00+00:00,40.21,39.76,,67.927925,0.745,0.5039370078740157,10424.731502068586,0.0,0.0,10424.731502068586,0,0.0,9932.549
2020-10-26 00:00:00+00:00,39.34,39.25,,61.79159,0.76285714,0.5039370078740157,10424.731502068586,0.0,0.0,10424.731502068586,0,0.0,9805.145
2020-10-27 00:00:00+00:00,39.16,38.57,,60.249554,0.7592857,0.5039370078740157,10424.731502068586,0.0,0.0,10424.731502068586,0,0.0,9635.272
2020-10-28 00:00:00+00:00,38.33,37.53,,55.409836,0.7807143,0.5039370078740157,10424.731502068586,0.0,0.0,10424.731502068586,0,0.0,9375.467
2020-10-29 00:00:00+00:00,37.59,37.61,,43.628185,0.83214283,0.8,10424.731502068586,0.0,0.0,10424.731502068586,0,0.0,9395.452
