feature,importance
atr_ratio,0.05395031
return_21d,0.05250714
return_5d,0.050129153
macd,0.048329264
bollinger_upper,0.048105486
bollinger_lower,0.04719476
vix_close,0.04713027
ma7,0.046234418
ma21,0.04612516
volatility_21d,0.04571389
Close_FFD,0.045308266
stochastic_oscillator,0.044888884
vix_ma5,0.044712972
vix_change_1d,0.044325173
volume_ratio,0.043453563
price_to_sma200,0.043439995
rsi_slope,0.04340047
ma_spread,0.043176133
return_1d,0.043092236
rsi,0.041878574
atr,0.040731914
sma200,0.03617206
mean_sentiment_score,0.0
positive,0.0
negative,0.0
neutral,0.0
