feature,importance
bollinger_lower,0.05497551
bollinger_upper,0.05421474
vix_ma5,0.047832977
atr_ratio,0.047510408
stochastic_oscillator,0.047442082
vix_close,0.04707001
macd,0.046465725
atr,0.046397034
sma200,0.0459774
Close_FFD,0.045344807
price_to_sma200,0.044811074
return_21d,0.0447366
volume_ratio,0.044652708
rsi,0.044651836
rsi_slope,0.044201527
ma7,0.044034835
ma21,0.04389432
vix_change_1d,0.042209033
ma_spread,0.042134702
return_1d,0.041919842
volatility_21d,0.041910853
return_5d,0.03761199
mean_sentiment_score,0.0
positive,0.0
negative,0.0
neutral,0.0
