feature,importance
bollinger_upper,0.050179992
rsi,0.04829977
ma_spread,0.047369488
stochastic_oscillator,0.046724077
atr_ratio,0.046443004
vix_ma5,0.045668323
price_to_sma200,0.045445573
return_1d,0.04521829
Close_FFD,0.04491658
macd,0.044519454
vix_close,0.04421717
return_21d,0.044038296
vix_change_1d,0.04396203
volatility_21d,0.043491915
volume_ratio,0.04327033
ma7,0.042744085
return_5d,0.042337444
bollinger_lower,0.04201957
rsi_slope,0.04124462
ma21,0.04017432
atr,0.03825918
sma200,0.03795358
mean_sentiment_score,0.03150295
positive,0.0
negative,0.0
neutral,0.0
