feature,importance
ma21,0.04854154
macd,0.047668274
price_to_sma200,0.046694133
vix_close,0.046276476
bollinger_upper,0.044533916
vix_ma5,0.044349786
ma_spread,0.04280869
ma7,0.042572815
bollinger_lower,0.042439003
return_21d,0.041521344
Close_FFD,0.041331965
vix_change_1d,0.041118585
stochastic_oscillator,0.040844135
return_1d,0.040754665
volume_ratio,0.04057593
return_5d,0.040475678
atr,0.040452395
sma200,0.04023483
mean_sentiment_score,0.039838467
neutral,0.039105833
rsi_slope,0.03794396
atr_ratio,0.037083205
volatility_21d,0.036820553
rsi,0.03601383
negative,0.0
positive,0.0
