,Open,Close,sma200,rsi,atr,prob_up,cash,holdings,borrowed_margin,total,signal,stop_loss,benchmark
2016-09-12 00:00:00+00:00,108.92,109.54,,,,0.4885496183206105,10000.0,0.0,0.0,10000.0,0,0.0,10000.0
2016-09-13 00:00:00+00:00,107.08,106.7,,,,0.4885496183206105,10000.0,0.0,0.0,10000.0,0,0.0,9740.733
2016-09-14 00:00:00+00:00,106.97,108.11,,,,0.4885496183206105,10000.0,0.0,0.0,10000.0,0,0.0,9869.454
2016-09-15 00:00:00+00:00,108.14,109.76,,,,0.4885496183206105,10000.0,0.0,0.0,10000.0,0,0.0,10020.084
2016-09-16 00:00:00+00:00,109.42,109.0,,,,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,9950.703
2016-09-19 00:00:00+00:00,109.42,108.98,,,,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,9948.878
2016-09-20 00:00:00+00:00,109.75,108.97,,,,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,9947.965
2016-09-21 00:00:00+00:00,109.52,110.78,,,,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,10113.2
2016-09-22 00:00:00+00:00,111.14,110.76,,,,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,10111.375
2016-09-23 00:00:00+00:00,110.17,109.9,,,,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,10032.865
2016-09-26 00:00:00+00:00,109.19,108.98,,,,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,9948.877
2016-09-27 00:00:00+00:00,108.9,110.11,,,,0.4885496183206105,10000.0,0.0,0.0,10000.0,0,0.0,10052.035
2016-09-28 00:00:00+00:00,110.03,110.18,,,,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,10058.426
2016-09-29 00:00:00+00:00,109.78,109.31,,52.782604,,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,9979.003
2016-09-30 00:00:00+00:00,109.53,110.01,,49.070316,1.6071434,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,10042.906
2016-10-03 00:00:00+00:00,109.83,109.16,,51.798016,1.5735724,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,9965.309
2016-10-04 00:00:00+00:00,109.45,109.37,,61.101112,1.4321436,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,9984.48
2016-10-05 00:00:00+00:00,109.74,108.61,,56.37653,1.4000005,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,9915.1
2016-10-06 00:00:00+00:00,108.39,108.84,,43.603996,1.3228575,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,9936.096
2016-10-07 00:00:00+00:00,109.0,107.45,,49.05435,1.2800004,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,9809.201
2016-10-10 00:00:00+00:00,108.48,108.15,,42.217663,1.3550001,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,9873.105
2016-10-11 00:00:00+00:00,108.08,106.99,,46.10266,1.3707144,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,9767.207
2016-10-12 00:00:00+00:00,106.96,107.53,,30.800406,1.3407146,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,9816.505
2016-10-13 00:00:00+00:00,106.8,106.8,,34.456203,1.3914282,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,9749.862
2016-10-14 00:00:00+00:00,107.56,106.99,,34.8928,1.3571423,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,9767.207
2016-10-17 00:00:00+00:00,106.95,106.88,,39.559258,1.3607134,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,9757.165
2016-10-18 00:00:00+00:00,107.97,107.15,,31.022312,1.2942854,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,9781.814
2016-10-19 00:00:00+00:00,107.82,108.19,,32.60622,1.3657144,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,9876.757
2016-10-20 00:00:00+00:00,108.0,107.9,,43.693726,1.3592856,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,9850.282
2016-10-21 00:00:00+00:00,107.71,108.45,,37.544273,1.3514284,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,9900.492
2016-10-24 00:00:00+00:00,109.22,109.63,,45.654793,1.393571,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,10008.216
2016-10-25 00:00:00+00:00,109.64,108.32,,51.42229,1.4292853,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,9888.625
2016-10-26 00:00:00+00:00,108.2,107.82,,48.503605,1.4628569,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,9842.9795
2016-10-27 00:00:00+00:00,108.37,107.31,,44.879536,1.4521425,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,9796.422
2016-10-28 00:00:00+00:00,107.5,108.17,,49.22908,1.3957138,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,9874.933
2016-10-31 00:00:00+00:00,108.72,108.74,,50.108208,1.3928572,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,9926.968
2016-11-01 00:00:00+00:00,109.03,107.39,,60.115616,1.3428574,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,9803.726
2016-11-02 00:00:00+00:00,107.41,106.2,,49.260044,1.4107153,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,9695.09
2016-11-03 00:00:00+00:00,108.4,105.6,,46.975777,1.4528586,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,9640.315
2016-11-04 00:00:00+00:00,104.61,105.28,,43.272026,1.563573,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,9611.103
2016-11-07 00:00:00+00:00,106.6,107.9,,42.409874,1.6257155,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,9850.284
2016-11-08 00:00:00+00:00,107.95,108.35,,52.909233,1.6821436,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,9891.365
2016-11-09 00:00:00+00:00,104.27,109.36,,50.65039,1.692858,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,9983.569
2016-11-10 00:00:00+00:00,109.6,109.23,,55.60676,2.0742862,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,9971.702
2016-11-11 00:00:00+00:00,109.0,111.38,,53.095264,2.1871436,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,10167.977
2016-11-14 00:00:00+00:00,111.5,110.01,,56.44805,2.278572,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,10042.908
2016-11-15 00:00:00+00:00,110.46,110.9,,56.199574,2.308572,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,10124.156
2016-11-16 00:00:00+00:00,110.83,110.86,,60.98432,2.3771434,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,10120.505
2016-11-17 00:00:00+00:00,110.81,113.8,,63.099655,2.361429,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,10388.901
2016-11-18 00:00:00+00:00,113.74,115.98,,68.01026,2.523571,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,10587.915
2016-11-21 00:00:00+00:00,115.25,115.67,,70.99771,2.6671426,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,10559.615
2016-11-22 00:00:00+00:00,116.24,116.43,,75.55556,2.576428,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,10628.996
2016-11-23 00:00:00+00:00,116.32,115.82,,82.43502,2.5357137,0.4885496183206105,10000.0,0.0,0.0,10000.0,0,0.0,10573.309
2016-11-25 00:00:00+00:00,115.9,116.07,,82.38277,2.3899994,0.4885496183206105,10000.0,0.0,0.0,10000.0,0,0.0,10596.131
2016-11-28 00:00:00+00:00,115.9,115.71,,84.34119,2.3228564,0.4885496183206105,10000.0,0.0,0.0,10000.0,0,0.0,10563.267
2016-11-29 00:00:00+00:00,115.54,116.16,,79.033455,2.216428,0.4885496183206105,10000.0,0.0,0.0,10000.0,0,0.0,10604.349
2016-11-30 00:00:00+00:00,116.16,113.68,,79.03347,2.197142,0.5151515151515151,10000.0,0.0,0.0,10000.0,0,0.0,10377.946
