feature,importance
vix_ma5,0.051253702
bollinger_upper,0.050763786
sma200,0.049101286
Close_FFD,0.047886036
macd,0.04745157
price_to_sma200,0.045892466
ma21,0.044867776
return_5d,0.044285372
return_1d,0.043486245
stochastic_oscillator,0.04299249
ma7,0.042948652
volatility_21d,0.04285432
bollinger_lower,0.0420375
rsi,0.041842736
mean_sentiment_score,0.041836407
atr_ratio,0.04150591
atr,0.041069802
rsi_slope,0.040992044
ma_spread,0.039729025
return_21d,0.039597526
volume_ratio,0.039413814
vix_change_1d,0.039405927
vix_close,0.0387856
positive,0.0
negative,0.0
neutral,0.0
