feature,importance
sma200,0.05243173
Close_FFD,0.04946572
return_21d,0.04840259
price_to_sma200,0.047881797
return_5d,0.047488194
macd,0.047389872
stochastic_oscillator,0.046816487
ma_spread,0.046784572
rsi_slope,0.046554547
ma7,0.04647141
return_1d,0.04644554
bollinger_lower,0.04616877
bollinger_upper,0.044992443
volume_ratio,0.04450692
vix_close,0.04412392
rsi,0.043224435
atr,0.04278814
vix_change_1d,0.042761333
volatility_21d,0.041849535
vix_ma5,0.041712675
ma21,0.041515995
atr_ratio,0.04022329
mean_sentiment_score,0.0
positive,0.0
negative,0.0
neutral,0.0
