feature,importance
mean_sentiment_score,0.05085866
atr,0.04719975
neutral,0.046690367
sma200,0.046270885
atr_ratio,0.045148462
stochastic_oscillator,0.044676375
rsi_slope,0.04420632
return_1d,0.04371414
Close_FFD,0.043374434
return_5d,0.042410597
return_21d,0.041988526
volatility_21d,0.041818034
rsi,0.041424435
volume_ratio,0.041211486
bollinger_upper,0.040834457
ma_spread,0.03978243
bollinger_lower,0.039355677
vix_change_1d,0.03932575
price_to_sma200,0.03876862
vix_ma5,0.038049314
macd,0.037875097
ma7,0.036896322
vix_close,0.03624452
ma21,0.031875312
negative,0.0
positive,0.0
