feature,importance
sma200,0.048513666
return_21d,0.048475664
vix_close,0.04744312
bollinger_lower,0.047385756
macd,0.046954177
ma21,0.046853844
price_to_sma200,0.04569158
bollinger_upper,0.045567572
vix_change_1d,0.045549124
ma_spread,0.04497667
return_1d,0.043325026
return_5d,0.04195685
rsi,0.041712858
Close_FFD,0.041028906
rsi_slope,0.040874116
ma7,0.04071226
volume_ratio,0.040519137
volatility_21d,0.039731897
stochastic_oscillator,0.03914654
vix_ma5,0.03899541
atr,0.03666855
atr_ratio,0.03579323
mean_sentiment_score,0.029429026
neutral,0.022695081
negative,0.0
positive,0.0
