feature,importance
return_21d,0.054731824
bollinger_upper,0.053812027
ma7,0.053678572
volatility_21d,0.053353358
ma_spread,0.053074602
atr_ratio,0.050434813
price_to_sma200,0.049296353
macd,0.047824766
atr,0.04660892
volume_ratio,0.046507794
sma200,0.04645284
vix_ma5,0.04620347
rsi_slope,0.045418907
rsi,0.044030312
vix_change_1d,0.043982465
return_1d,0.042728484
stochastic_oscillator,0.040614612
return_5d,0.040235512
ma21,0.039150532
Close_FFD,0.03488222
vix_close,0.03397278
bollinger_lower,0.033004794
mean_sentiment_score,0.0
positive,0.0
negative,0.0
neutral,0.0
