feature,importance
atr,0.054498952
atr_ratio,0.047581922
macd,0.047022656
vix_ma5,0.046171296
price_to_sma200,0.045684427
vix_change_1d,0.045464557
return_21d,0.04533766
return_1d,0.045248684
sma200,0.04453694
Close_FFD,0.043916967
bollinger_upper,0.043854117
return_5d,0.043517094
rsi_slope,0.043143645
stochastic_oscillator,0.04304462
volatility_21d,0.04274483
ma21,0.04180055
ma7,0.04114505
vix_close,0.04059115
volume_ratio,0.039991353
mean_sentiment_score,0.039209686
bollinger_lower,0.039040275
rsi,0.038776483
ma_spread,0.03767712
positive,0.0
negative,0.0
neutral,0.0
