feature,importance
rsi_slope,0.05267417
ma21,0.05019314
sma200,0.04916233
vix_ma5,0.046845436
price_to_sma200,0.045693055
bollinger_lower,0.045644447
atr,0.045559123
rsi,0.045368847
bollinger_upper,0.044450197
vix_change_1d,0.044057444
vix_close,0.04403104
return_1d,0.043926936
Close_FFD,0.043448925
atr_ratio,0.042663943
volume_ratio,0.04196658
ma_spread,0.041638155
return_21d,0.040534705
ma7,0.040187318
return_5d,0.040035654
macd,0.040025964
volatility_21d,0.039878238
mean_sentiment_score,0.03948033
stochastic_oscillator,0.032534093
positive,0.0
negative,0.0
neutral,0.0
