feature,importance
Close_FFD,0.051799916
return_21d,0.051019546
sma200,0.0505272
bollinger_lower,0.047866315
vix_close,0.046123244
price_to_sma200,0.04546282
ma21,0.045245405
rsi_slope,0.044259235
volume_ratio,0.044176996
ma_spread,0.043792672
return_5d,0.043335814
stochastic_oscillator,0.043233927
volatility_21d,0.043170556
vix_change_1d,0.043103077
rsi,0.04270467
atr,0.042450815
ma7,0.042033844
atr_ratio,0.04164564
macd,0.04082923
vix_ma5,0.04038448
bollinger_upper,0.039156664
return_1d,0.037562083
mean_sentiment_score,0.030115884
positive,0.0
negative,0.0
neutral,0.0
