feature,importance
bollinger_upper,0.05458137
sma200,0.050062593
atr_ratio,0.047427762
volume_ratio,0.04610763
price_to_sma200,0.045925852
macd,0.04547341
vix_ma5,0.0452543
return_5d,0.044820294
mean_sentiment_score,0.04411044
bollinger_lower,0.043022387
return_21d,0.042883735
rsi_slope,0.04273206
vix_change_1d,0.042670712
ma21,0.04256809
vix_close,0.042541973
Close_FFD,0.04233805
atr,0.04221866
stochastic_oscillator,0.04125152
ma_spread,0.040237404
return_1d,0.039774757
volatility_21d,0.03818753
ma7,0.03818419
rsi,0.037625276
positive,0.0
negative,0.0
neutral,0.0
