feature,importance
atr,0.049865447
ma_spread,0.048324984
bollinger_upper,0.047516968
return_5d,0.04599928
return_21d,0.04560831
bollinger_lower,0.044541005
volume_ratio,0.04451498
sma200,0.04431454
rsi,0.04423943
ma21,0.044078123
atr_ratio,0.043994635
macd,0.043814667
volatility_21d,0.043656513
stochastic_oscillator,0.0435471
vix_ma5,0.04353444
ma7,0.0431982
vix_change_1d,0.042485494
rsi_slope,0.041713364
price_to_sma200,0.041364808
vix_close,0.041355632
return_1d,0.039738547
Close_FFD,0.039736852
neutral,0.032856666
mean_sentiment_score,0.0
negative,0.0
positive,0.0
