feature,importance
bollinger_upper,0.049813513
volatility_21d,0.04622677
rsi_slope,0.04501815
vix_ma5,0.04499672
ma21,0.044622075
stochastic_oscillator,0.044520497
return_1d,0.04431195
bollinger_lower,0.04389849
vix_change_1d,0.043739952
price_to_sma200,0.043250732
atr,0.04318241
Close_FFD,0.04239111
ma_spread,0.042342037
volume_ratio,0.0422506
sma200,0.04152682
ma7,0.041468512
return_5d,0.041037623
macd,0.039457496
return_21d,0.03919413
vix_close,0.03919322
atr_ratio,0.03914023
neutral,0.037304457
rsi,0.035485465
mean_sentiment_score,0.025627058
negative,0.0
positive,0.0
