feature,importance
bollinger_upper,0.051958177
sma200,0.049719077
ma21,0.047958106
volume_ratio,0.047336843
ma_spread,0.0469756
atr_ratio,0.045941535
volatility_21d,0.045398008
atr,0.044961672
vix_ma5,0.044437867
macd,0.04343407
price_to_sma200,0.0433551
bollinger_lower,0.042654302
Close_FFD,0.042604562
return_1d,0.04193715
return_21d,0.04171899
rsi_slope,0.041689992
stochastic_oscillator,0.041496083
rsi,0.041079294
vix_change_1d,0.041001935
return_5d,0.039312746
ma7,0.038764384
mean_sentiment_score,0.038151547
vix_close,0.03811293
positive,0.0
negative,0.0
neutral,0.0
