feature,importance
sma200,0.05703962
return_21d,0.050974376
ma21,0.048286874
price_to_sma200,0.047972046
bollinger_upper,0.047256622
macd,0.047192667
vix_close,0.047005586
vix_change_1d,0.046507686
volume_ratio,0.045907702
atr,0.045533802
ma_spread,0.045442082
stochastic_oscillator,0.04500624
rsi,0.04410729
rsi_slope,0.043943476
bollinger_lower,0.043927535
vix_ma5,0.043768954
ma7,0.043576617
atr_ratio,0.043092787
return_5d,0.042887468
volatility_21d,0.042195093
return_1d,0.040297866
Close_FFD,0.038077597
mean_sentiment_score,0.0
positive,0.0
negative,0.0
neutral,0.0
