feature,importance
return_21d,0.05334538
bollinger_upper,0.05298235
bollinger_lower,0.05204339
price_to_sma200,0.05126128
ma7,0.048890226
stochastic_oscillator,0.04824332
atr_ratio,0.046421275
macd,0.045860466
ma21,0.04571091
Close_FFD,0.045697764
vix_ma5,0.04566656
vix_close,0.04418079
ma_spread,0.043880016
volume_ratio,0.04351212
sma200,0.043410044
atr,0.04288705
return_5d,0.042362317
rsi,0.042269588
vix_change_1d,0.04172526
rsi_slope,0.04042066
return_1d,0.039668135
volatility_21d,0.03956113
mean_sentiment_score,0.0
positive,0.0
negative,0.0
neutral,0.0
