feature,importance
volatility_21d,0.050004765
sma200,0.04917004
atr,0.048920184
bollinger_upper,0.046787754
bollinger_lower,0.046469245
rsi_slope,0.045970798
return_5d,0.04544669
ma_spread,0.0443516
vix_close,0.044207223
Close_FFD,0.043881014
mean_sentiment_score,0.043234255
macd,0.043024056
ma7,0.042870477
vix_change_1d,0.042740848
ma21,0.042453326
rsi,0.041293
atr_ratio,0.04112614
return_21d,0.0409383
volume_ratio,0.04081411
vix_ma5,0.039734997
price_to_sma200,0.039244846
return_1d,0.038769778
stochastic_oscillator,0.03854663
positive,0.0
negative,0.0
neutral,0.0
