feature,importance
atr,0.053970717
bollinger_upper,0.045352478
bollinger_lower,0.045300484
sma200,0.04512321
price_to_sma200,0.04451627
return_21d,0.04420529
stochastic_oscillator,0.04406898
ma21,0.043895926
return_1d,0.043251995
vix_ma5,0.043085396
macd,0.04307614
volume_ratio,0.04238438
ma_spread,0.041866038
vix_close,0.041470394
ma7,0.041416526
atr_ratio,0.04031549
rsi,0.0397258
rsi_slope,0.03961122
volatility_21d,0.039282456
vix_change_1d,0.038424864
Close_FFD,0.037908047
return_5d,0.037427828
mean_sentiment_score,0.034356847
neutral,0.029963277
negative,0.0
positive,0.0
