feature,importance
sma200,0.047786925
vix_change_1d,0.047356017
stochastic_oscillator,0.046729688
macd,0.046303287
Close_FFD,0.045696266
rsi,0.045456916
return_1d,0.04487242
volatility_21d,0.044628378
vix_ma5,0.04381551
price_to_sma200,0.0436526
ma_spread,0.04363622
bollinger_upper,0.04355762
atr_ratio,0.043219935
return_21d,0.04217223
volume_ratio,0.04203503
vix_close,0.03961
rsi_slope,0.03954927
atr,0.038872644
neutral,0.038199093
return_5d,0.037968904
ma7,0.036559276
bollinger_lower,0.03330178
mean_sentiment_score,0.032844894
ma21,0.032175124
negative,0.0
positive,0.0
