feature,importance
ma21,0.050894774
price_to_sma200,0.0506555
bollinger_upper,0.050211914
bollinger_lower,0.05008834
sma200,0.04958374
return_21d,0.04885438
vix_ma5,0.04811416
vix_change_1d,0.047649447
return_1d,0.04687335
atr,0.045190316
volume_ratio,0.044252273
ma7,0.042996205
vix_close,0.042721275
atr_ratio,0.04162443
return_5d,0.04156662
rsi_slope,0.041252896
volatility_21d,0.041047327
rsi,0.04039424
macd,0.039735902
stochastic_oscillator,0.03891636
ma_spread,0.038123097
Close_FFD,0.037804622
mean_sentiment_score,0.021448849
positive,0.0
negative,0.0
neutral,0.0
