feature,importance
return_21d,0.06287778
atr_ratio,0.05588634
vix_close,0.054380674
price_to_sma200,0.053715844
ma21,0.05199403
macd,0.051823363
return_1d,0.049628362
bollinger_upper,0.049400326
ma_spread,0.048852503
rsi_slope,0.048148256
bollinger_lower,0.047352
return_5d,0.047027297
stochastic_oscillator,0.046208743
volume_ratio,0.046117146
vix_change_1d,0.044685084
sma200,0.043519057
atr,0.0429876
vix_ma5,0.04291382
rsi,0.041196153
volatility_21d,0.039930157
ma7,0.0313554
mean_sentiment_score,0.0
positive,0.0
negative,0.0
neutral,0.0
