feature,importance
sma200,0.049067333
Close_FFD,0.04828456
price_to_sma200,0.048257556
vix_ma5,0.04760517
bollinger_upper,0.04542679
volume_ratio,0.045383677
bollinger_lower,0.045067754
volatility_21d,0.044666003
rsi_slope,0.04376705
stochastic_oscillator,0.043474168
return_5d,0.043395672
vix_change_1d,0.043206856
ma21,0.04304519
ma_spread,0.042875808
atr_ratio,0.041925807
atr,0.041497905
rsi,0.041298263
return_1d,0.041269407
macd,0.037788693
vix_close,0.035398856
return_21d,0.033536237
mean_sentiment_score,0.033477057
ma7,0.031220783
neutral,0.02906336
negative,0.0
positive,0.0
