feature,importance
vix_close,0.052875742
neutral,0.04838863
sma200,0.04815819
volume_ratio,0.047286734
bollinger_lower,0.04596351
atr_ratio,0.045779034
vix_ma5,0.04414129
ma7,0.044092573
ma_spread,0.04336418
return_21d,0.04222954
return_1d,0.042083055
stochastic_oscillator,0.04126991
bollinger_upper,0.041081697
volatility_21d,0.03998737
vix_change_1d,0.039848693
rsi_slope,0.039813384
mean_sentiment_score,0.03974632
ma21,0.039073393
macd,0.037887696
rsi,0.037502423
atr,0.03681173
return_5d,0.036598165
price_to_sma200,0.035004146
Close_FFD,0.031012565
negative,0.0
positive,0.0
