feature,importance
bollinger_lower,0.056217927
macd,0.051930822
return_21d,0.048526917
ma_spread,0.04815664
return_5d,0.046470895
Close_FFD,0.04555816
rsi_slope,0.04517638
volatility_21d,0.04436353
return_1d,0.043961193
volume_ratio,0.043935865
stochastic_oscillator,0.04364527
rsi,0.043106414
atr,0.042948216
sma200,0.042831324
vix_close,0.04267627
vix_change_1d,0.04220682
bollinger_upper,0.041561726
atr_ratio,0.041022636
ma7,0.04013474
vix_ma5,0.037689876
mean_sentiment_score,0.036878992
ma21,0.035932988
price_to_sma200,0.03506645
positive,0.0
negative,0.0
neutral,0.0
