feature,importance
atr_ratio,0.052194778
bollinger_upper,0.051731847
ma7,0.048901007
vix_close,0.048239615
volatility_21d,0.046629034
price_to_sma200,0.04617426
sma200,0.045927197
rsi_slope,0.0451131
stochastic_oscillator,0.044975564
return_1d,0.044423603
vix_ma5,0.042976607
Close_FFD,0.042879708
bollinger_lower,0.042723738
ma_spread,0.0426127
macd,0.04106138
ma21,0.04067986
return_5d,0.04043314
mean_sentiment_score,0.039834425
volume_ratio,0.039696492
return_21d,0.039182585
atr,0.038604192
rsi,0.037782628
vix_change_1d,0.037222493
positive,0.0
negative,0.0
neutral,0.0
